step,preco,acao,saldo,lucro_acumulado
3485,3.0928,CLOSE,18868.497069470737,8868.497069470737
3486,3.1085,CLOSE,18868.497069470737,8868.497069470737
3487,3.1059,CLOSE,18868.497069470737,8868.497069470737
3488,3.072,SELL,18859.062820936,8859.062820936
3489,2.9974,SELL,18712.132188260966,8712.132188260966
3490,3.0147,SELL,18595.57961888162,8595.57961888162
3491,3.0033,SELL,18674.314599260222,8674.314599260222
3492,3.0553,SELL,18628.43752407899,8628.437524078989
3493,3.0435,SELL,18700.35293922795,8700.352939227949
3494,3.048,CLOSE,18753.669540114246,8753.669540114246
3495,3.0533,CLOSE,18744.23529157951,8744.235291579509
3496,3.0474,HOLD,18744.23529157951,8744.235291579509
3497,3.0506,SELL,18734.863173933718,8734.863173933718
3498,3.0355,SELL,18758.505644062167,8758.505644062167
3499,3.0431,SELL,18861.562565134886,8861.562565134886
3500,3.0702,HOLD,18931.883758337448,8931.883758337448
3503,3.0572,CLOSE,18854.894176124297,8854.894176124297
3504,3.0537,SELL,18836.099297449266,8836.099297449266
3505,3.0612,SELL,18883.989788117193,8883.989788117193
3506,3.0782,SELL,18893.199497861024,8893.199497861024
3507,3.0954,SELL,18975.47290490592,8975.47290490592
3508,3.0821,CLOSE,18996.34824699194,8996.34824699194
3509,3.0785,CLOSE,18986.9254859627,8986.9254859627
3510,3.0705,CLOSE,18986.9254859627,8986.9254859627
3511,3.0658,CLOSE,18986.9254859627,8986.9254859627
3512,3.0648,CLOSE,18986.9254859627,8986.9254859627
3513,3.0487,SELL,18977.432023219717,8977.432023219717
3514,3.0333,SELL,18867.814214935992,8867.814214935992
3515,3.0256,SELL,18834.80430675964,8834.80430675964
3516,3.0313,SELL,18728.92346921286,8728.92346921286
3517,3.0197,SELL,18801.79439858329,8801.79439858329
3518,3.04,SELL,18739.51155296754,8739.511552967539
3519,3.0435,SELL,18803.040055495607,8803.040055495607
3520,3.0672,SELL,18924.491604446328,8924.491604446328
3522,3.0733,SELL,18958.124341078834,8958.124341078834
3523,3.0807,BUY,18950.98438669334,8950.98438669334
3524,3.0691,CLOSE,19039.889736088935,9039.889736088935
3525,3.0605,CLOSE,19030.409503779432,9030.409503779432
3526,3.0818,SELL,19020.894299027543,9020.894299027543
3527,3.1043,SELL,19170.940208515523,9170.940208515523
3528,3.092,SELL,19142.41908522442,9142.419085224421
3529,3.0881,SELL,19079.796618867866,9079.796618867866
3530,3.0711,SELL,19164.73996432181,9164.739964321809
3531,3.0595,SELL,19255.263529550095,9255.263529550095
3532,3.0777,SELL,19299.28526332549,9299.285263325492
3533,3.0705,SELL,19221.162186484642,9221.162186484642
3534,3.0722,SELL,19191.401014354797,9191.401014354797
3535,3.0694,SELL,19200.701380645376,9200.701380645376
3536,3.0616,SELL,19146.759256160025,9146.759256160025
3537,3.0601,CLOSE,19154.819573611858,9154.819573611858
3538,3.0467,CLOSE,19145.30436885997,9145.304368859968
3539,3.0433,SELL,19135.73171667554,9135.731716675538
3540,3.0459,SELL,19186.607795383687,9186.607795383687
3541,3.0492,SELL,19376.12118857154,9376.121188571538
3542,3.0423,SELL,19580.261454387983,9580.261454387983
3543,3.0434,SELL,19642.584650805464,9642.584650805464
3544,3.0485,SELL,19783.765769220576,9783.765769220576
3545,3.0661,SELL,19671.202445078798,9671.202445078798
3546,3.0714,SELL,19793.940984962202,9793.940984962202
3547,3.0884,SELL,19627.32182719302,9627.32182719302
3548,3.0767,CLOSE,19647.672258676277,9647.672258676277
3549,3.0867,CLOSE,19638.099606491847,9638.099606491847
3550,3.0765,SELL,19628.2805566886,9628.280556688602
3551,3.057,SELL,19600.895022731725,9600.895022731725
3552,3.0609,SELL,19682.38368474975,9682.383684749751
3555,3.064,CLOSE,19923.509971540796,9923.509971540796
3556,3.0706,CLOSE,19913.69092173755,9913.69092173755
3557,3.0693,SELL,19903.734076276683,9903.734076276683
3558,3.0451,CLOSE,19794.49825114373,9794.49825114373
3559,3.0497,SELL,19774.64913498002,9774.64913498002
3560,3.0598,SELL,19989.088209948444,9989.088209948444
3561,3.0461,SELL,20080.410844398717,10080.410844398717
3563,3.0244,SELL,20064.175709385338,10064.175709385338
3564,3.037,BUY,20157.169293357365,10157.169293357365
3566,3.0403,CLOSE,20042.438655847585,10042.438655847585
3568,3.0477,HOLD,20032.355029387676,10032.355029387676
3570,3.0105,CLOSE,20032.355029387676,10032.355029387676
3571,3.0025,CLOSE,20032.355029387676,10032.355029387676
3572,2.9727,SELL,20022.33885187298,10022.33885187298
3573,2.9406,SELL,20131.725320279136,10131.725320279136
3574,2.9308,SELL,20239.021601390912,10239.021601390912
3575,2.9086,SELL,20065.536055956938,10065.536055956938
3576,2.9263,SELL,19982.625293279663,9982.625293279663
3577,2.907,SELL,19995.8631461441,9995.8631461441
3578,2.9332,SELL,20002.830437125383,10002.830437125383
3579,2.93,BUY,19977.94318734583,9977.94318734583
3580,2.9475,BUY,20240.403334111357,10240.403334111357
3582,2.9442,CLOSE,20196.659976317103,10196.659976317103
3583,2.932,CLOSE,20186.666007739143,10186.666007739143
3584,2.9316,CLOSE,20186.666007739143,10186.666007739143
3585,2.9347,CLOSE,20186.666007739143,10186.666007739143
3588,2.9168,BUY,20176.572674735275,10176.572674735275
3589,2.9328,BUY,20021.716058785496,10021.716058785496
3590,2.9247,CLOSE,20032.777245639052,10032.777245639052
3591,2.893,CLOSE,20022.683912635184,10022.683912635184
3592,2.8795,BUY,20012.672570678867,10012.672570678867
3596,2.8662,BUY,20241.796366092454,10241.796366092454
3597,2.8489,SELL,20187.48864900976,10187.48864900976
3598,2.85,SELL,20229.851653794918,10229.851653794918
3599,2.868,SELL,20275.631029933724,10275.631029933724
3600,2.8783,CLOSE,20337.125714299276,10337.125714299276
3601,2.8811,CLOSE,20327.02692057791,10327.026920577911
3602,2.8834,SELL,20316.863407117624,10316.863407117624
3603,2.8752,SELL,20212.304097145858,10212.304097145858
3604,2.8595,SELL,20047.797449456946,10047.797449456946
3605,2.8441,SELL,20185.1186765532,10185.1186765532
3606,2.869,CLOSE,20185.1186765532,10185.1186765532
3607,2.8809,BUY,20164.867685511366,10164.867685511366
3608,2.879,BUY,20162.11849219351,10162.11849219351
3609,2.878,SELL,20174.92882375903,10174.92882375903
3610,2.8787,SELL,20246.336477979738,10246.336477979738
3611,2.9165,SELL,20316.370908080815,10316.370908080815
3612,2.9144,CLOSE,20314.997683961185,10314.997683961185
3613,2.9102,CLOSE,20304.90517329397,10304.90517329397
3614,2.9269,SELL,20294.75272070732,10294.752720707322
3615,2.9293,CLOSE,20294.054645788176,10294.054645788176
3616,2.9221,CLOSE,20283.902193201528,10283.902193201528
3617,2.9224,CLOSE,20283.902193201528,10283.902193201528
3618,2.9116,CLOSE,20283.902193201528,10283.902193201528
3620,2.8976,HOLD,20283.902193201528,10283.902193201528
3623,2.9275,SELL,20273.760242104927,10273.760242104927
3624,2.932,HOLD,20256.462604131466,10256.462604131466
3625,2.9496,SELL,20150.60105973387,10150.601059733872
3626,2.9584,SELL,20204.569690211072,10204.569690211072
3628,2.956,CLOSE,20264.07356483979,10264.07356483979
3629,2.9498,CLOSE,20253.93161374319,10253.931613743189
3632,2.9279,HOLD,20253.93161374319,10253.931613743189
3634,2.9311,CLOSE,20253.93161374319,10253.931613743189
3635,2.9547,CLOSE,20253.93161374319,10253.931613743189
3636,2.935,CLOSE,20253.93161374319,10253.931613743189
3637,2.935,CLOSE,20253.93161374319,10253.931613743189
3638,2.9354,BUY,20243.80464793632,10243.804647936318
3639,2.935,CLOSE,20154.03502289387,10154.03502289387
3640,2.9398,CLOSE,20143.908057087,10143.908057087
3641,2.9294,CLOSE,20143.908057087,10143.908057087
3642,2.9192,CLOSE,20143.908057087,10143.908057087
3643,2.9194,SELL,20133.836103058457,10133.836103058457
3644,2.91,SELL,20195.54869170253,10195.54869170253
3645,2.9087,SELL,20192.266107200187,10192.266107200187
3646,2.9088,SELL,20055.710591902658,10055.710591902658
3647,2.8967,SELL,20235.596222631135,10235.596222631135
3648,2.8713,SELL,20257.917797247075,10257.917797247075
3650,2.9119,CLOSE,20330.791173199123,10330.791173199123
3651,2.9122,SELL,20310.558859560995,10310.558859560995
3652,2.9334,SELL,20340.00626744703,10340.006267447028
3653,2.9496,CLOSE,20299.181451968667,10299.181451968667
3654,2.9316,SELL,20278.876581812903,10278.876581812903
3655,2.9341,CLOSE,20256.889924251893,10256.889924251893
3656,2.9494,CLOSE,20246.745413705714,10246.745413705714
3657,2.9416,CLOSE,20246.745413705714,10246.745413705714
3658,2.9386,CLOSE,20246.745413705714,10246.745413705714
3659,2.933,CLOSE,20246.745413705714,10246.745413705714
3660,2.9302,BUY,20236.62204099886,10236.62204099886
3661,2.9158,BUY,20351.082708097725,10351.082708097725
3662,2.9364,BUY,20307.991633425212,10307.991633425212
3663,2.929,SELL,20370.493577894667,10370.493577894667
3664,2.9329,CLOSE,20309.28426315187,10309.284263151869
3665,2.9407,SELL,20288.94437423135,10288.944374231349
3668,2.9872,HOLD,20337.814298914647,10337.814298914647
3669,2.9782,SELL,20378.65081132124,10378.65081132124
3672,3.0275,HOLD,20843.24982132412,10843.24982132412
3673,3.0597,BUY,20748.411815198582,10748.411815198582
3674,3.0683,SELL,20463.446167972816,10463.446167972816
3675,3.0589,SELL,20395.49943018989,10395.499430189891
3676,3.0594,CLOSE,20266.61077295218,10266.61077295218
3677,3.0802,CLOSE,20256.37393144744,10256.37393144744
3678,3.0528,CLOSE,20256.37393144744,10256.37393144744
3679,3.0494,SELL,20246.245744481716,10246.245744481716
3680,3.0352,SELL,19953.224332918668,9953.224332918668
3681,3.0383,SELL,19869.31057995373,9869.31057995373
3682,3.0363,BUY,19839.107020006613,9839.107020006613
3684,3.038,HOLD,20034.962076301257,10034.962076301257
3685,3.0452,CLOSE,20148.180613827066,10148.180613827066
3686,3.0485,CLOSE,20138.256098059177,10138.256098059177
3687,3.0454,CLOSE,20138.256098059177,10138.256098059177
3688,3.0374,CLOSE,20138.256098059177,10138.256098059177
3689,3.0218,CLOSE,20138.256098059177,10138.256098059177
3690,3.0097,CLOSE,20138.256098059177,10138.256098059177
3691,3.0071,CLOSE,20138.256098059177,10138.256098059177
3692,3.0241,BUY,20128.18697001015,10128.186970010149
3694,3.03,BUY,20187.759775979954,10187.759775979954
3695,3.0391,SELL,20230.45276770527,10230.452767705268
3696,3.0322,SELL,20429.49267391991,10429.49267391991
3697,3.0296,SELL,20535.955879569603,10535.955879569603
3698,3.019,BUY,20498.38845583467,10498.388455834669
3699,3.0249,CLOSE,20545.967582683363,10545.967582683363
3700,3.0188,CLOSE,20535.71326129475,10535.71326129475
3701,3.0096,CLOSE,20535.71326129475,10535.71326129475
3702,2.9888,CLOSE,20535.71326129475,10535.71326129475
3703,2.9494,CLOSE,20535.71326129475,10535.71326129475
3704,2.9605,SELL,20525.445404664104,10525.445404664104
3705,2.9228,SELL,20547.296266683174,10547.296266683174
3706,2.9325,SELL,20468.76973130215,10468.769731302149
3707,2.9509,SELL,20448.284548159274,10448.284548159274
3708,2.9728,SELL,20604.654779483222,10604.654779483222
3709,2.9806,SELL,20595.777866787976,10595.777866787976
3710,2.9933,SELL,20750.782419235737,10750.782419235737
3711,3.0366,SELL,20670.207365540424,10670.207365540424
3712,3.049,HOLD,20563.684413197472,10563.684413197472
3716,3.098,HOLD,20823.846239111994,10823.846239111994
3717,3.1188,SELL,20827.260436302473,10827.260436302473
3718,3.1182,SELL,20897.592898426345,10897.592898426345
3719,3.1265,BUY,20940.353694983845,10940.353694983845
3720,3.1094,CLOSE,20960.28246299129,10960.28246299129
3721,3.1129,CLOSE,20949.80704843652,10949.80704843652
3722,3.0826,SELL,20939.332144912303,10939.332144912303
3723,3.0424,SELL,21019.97694806248,11019.976948062478
3724,3.0609,SELL,21148.437696443285,11148.437696443285
3725,3.0514,CLOSE,21044.241756089963,11044.241756089963
3726,3.0609,CLOSE,21033.766852565746,11033.766852565746
3727,3.0308,CLOSE,21033.766852565746,11033.766852565746
3728,3.0147,SELL,21023.249969139462,11023.249969139462
3729,3.0173,SELL,21085.820150714026,11085.820150714026
3730,3.0243,SELL,21274.985815939453,11274.985815939453
3731,3.0276,SELL,21141.84229003079,11141.842290030789
3732,3.026,CLOSE,21066.903584191485,11066.903584191485
3733,3.0231,CLOSE,21056.3867007652,11056.3867007652
3734,3.0134,CLOSE,21056.3867007652,11056.3867007652
3735,3.0074,SELL,21045.858507414818,11045.858507414818
3736,3.0042,SELL,21031.290646130215,11031.290646130215
3737,3.0157,SELL,21096.84602191093,11096.84602191093
3738,3.0187,SELL,21117.241027709373,11117.241027709373
3739,2.9958,SELL,21145.648357214348,11145.648357214348
3740,2.9971,SELL,21201.734623160068,11201.734623160068
3741,2.9744,SELL,20959.17973277143,10959.17973277143
3742,2.9862,SELL,21085.191732883246,11085.191732883246
3743,3.0018,SELL,20930.772403266452,10930.772403266452
3744,2.9954,BUY,20766.3624008746,10766.362400874601
3748,2.9632,CLOSE,20693.232327746246,10693.232327746246
3749,2.9529,CLOSE,20682.843952358115,10682.843952358115
3750,2.9436,SELL,20672.502530381935,10672.502530381935
3751,2.9464,SELL,20587.245866273628,10587.245866273628
3752,2.9658,CLOSE,20446.32576030948,10446.325760309479
3753,2.9355,CLOSE,20435.9843383333,10435.9843383333
3754,2.9242,CLOSE,20435.9843383333,10435.9843383333
3755,2.9062,CLOSE,20435.9843383333,10435.9843383333
3756,2.9208,CLOSE,20435.9843383333,10435.9843383333
3757,2.9184,CLOSE,20435.9843383333,10435.9843383333
3758,2.8982,SELL,20425.76634616413,10425.766346164131
3759,2.891,SELL,20709.457389136292,10709.457389136292
3760,2.8824,SELL,20794.019142329915,10794.019142329915
3762,2.8747,CLOSE,20836.300018926726,10836.300018926726
3763,2.885,SELL,20815.668985744178,10815.668985744178
3764,2.8764,BUY,20694.587882702268,10694.587882702268
3765,2.8698,CLOSE,20600.9256719371,10600.9256719371
3766,2.8908,CLOSE,20590.57320176066,10590.57320176066
3767,2.8928,SELL,20580.27791515978,10580.277915159779
3768,2.8838,CLOSE,20500.793927464667,10500.793927464667
3769,2.881,CLOSE,20490.498640863785,10490.498640863785
3770,2.8771,CLOSE,20490.498640863785,10490.498640863785
3771,2.8694,CLOSE,20490.498640863785,10490.498640863785
3772,2.9027,SELL,20480.253391543352,10480.253391543352
3773,2.8854,SELL,20561.38328463916,10561.38328463916
3774,2.9066,SELL,20715.322056154277,10715.322056154277
3775,2.9263,SELL,20801.999292367746,10801.999292367746
3776,2.9292,SELL,21059.257329449316,11059.257329449316
3777,2.9366,CLOSE,21228.451294538005,11228.451294538005
3778,2.9474,SELL,21207.596942194963,11207.596942194963
3779,2.916,SELL,21469.074572984344,11469.074572984344
3780,2.9514,SELL,21563.887991514206,11563.887991514206
3781,2.9354,SELL,21735.737312599576,11735.737312599576
3782,2.9475,SELL,21776.477453374126,11776.477453374126
3783,2.9675,SELL,21572.036019669114,11572.036019669114
3784,2.9846,HOLD,21488.33354862322,11488.33354862322
3785,2.9575,SELL,21463.889464158492,11463.889464158492
3786,2.9626,CLOSE,21426.852972545264,11426.852972545264
3787,2.9564,SELL,21405.535747587895,11405.535747587895
3788,2.9702,SELL,21452.223761649442,11452.223761649442
3790,2.9551,BUY,21483.48079969831,11483.48079969831
3791,2.9427,BUY,21584.467528273843,11584.467528273843
3792,2.9458,BUY,21608.76508702886,11608.76508702886
3793,2.9365,SELL,21586.460045023756,11586.460045023756
3794,2.948,CLOSE,21544.740136794975,11544.740136794975
3795,2.9622,BUY,21523.174536704068,11523.174536704068
3796,2.9488,BUY,21427.63662719915,11427.63662719915
3797,2.9313,SELL,21327.343962750398,11327.343962750398
3798,2.9273,BUY,21179.581885320153,11179.581885320153
3799,2.9386,BUY,21082.36894793811,11082.36894793811
3800,2.9401,HOLD,21137.705543063275,11137.705543063275
3801,2.9506,BUY,21126.488665673038,11126.488665673038
3802,2.9626,BUY,21213.980309316874,11213.980309316874
3803,2.955,BUY,21198.276680970546,11198.276680970546
3804,2.9433,HOLD,21034.510271073104,11034.510271073104
3806,2.9086,CLOSE,21144.435669497416,11144.435669497416
3807,2.8715,CLOSE,21133.84058101051,11133.84058101051
3808,2.8471,SELL,21123.273660720006,11123.273660720006
3809,2.8645,SELL,21192.39193241905,11192.39193241905
3810,2.8292,SELL,21283.8064207952,11283.806420795201
3812,2.7932,HOLD,21269.685483566365,11269.685483566365
3813,2.7877,SELL,21179.01420241278,11179.014202412782
3814,2.8153,SELL,21312.791502475447,11312.791502475447
3815,2.8266,CLOSE,21349.95186360396,11349.951863603961
3816,2.8299,CLOSE,21339.384943313456,11339.384943313456
3817,2.8349,SELL,21328.7152508418,11328.7152508418
3818,2.844,SELL,21209.007600924888,11209.007600924888
3819,2.8378,BUY,21188.486538224577,11188.486538224577
3820,2.831,BUY,21168.529935449424,11168.529935449424
3821,2.8308,BUY,21113.094927740665,11113.094927740665
3822,2.8441,BUY,21184.05173760788,11184.051737607879
3823,2.8473,CLOSE,21199.57353976633,11199.57353976633
3824,2.8472,CLOSE,21188.973996725697,11188.973996725697
3825,2.8527,SELL,21178.379509727336,11178.379509727336
3826,2.84,SELL,21258.665885284157,11258.665885284157
3827,2.8274,SELL,21253.509879514455,11253.509879514455
3828,2.817,SELL,21157.018914395707,11157.018914395707
3829,2.8337,CLOSE,21005.28503031584,11005.285030315841
3830,2.8207,CLOSE,20994.69054331748,10994.69054331748
3831,2.8281,CLOSE,20994.69054331748,10994.69054331748
3832,2.8266,CLOSE,20994.69054331748,10994.69054331748
3833,2.8383,CLOSE,20994.69054331748,10994.69054331748
3834,2.8362,SELL,20984.19319804582,10984.193198045821
3835,2.8143,SELL,21112.361440740322,11112.361440740322
3836,2.8175,CLOSE,21169.487857484157,11169.487857484157
3837,2.829,SELL,21148.411016956394,11148.411016956394
3838,2.835,CLOSE,21084.699436895535,11084.699436895535
3839,2.8436,CLOSE,21074.11994163943,11074.11994163943
3840,2.8343,CLOSE,21074.11994163943,11074.11994163943
3841,2.822,BUY,21063.58288166861,11063.582881668612
3842,2.8302,BUY,20951.357430050786,10951.357430050786
3843,2.8239,SELL,21065.256326940733,11065.256326940733
3844,2.8361,SELL,21033.440377066167,11033.440377066167
3846,2.8131,SELL,21118.282910065012,11118.282910065012
3847,2.837,SELL,21072.074030485284,11072.074030485284
3848,2.8522,HOLD,20981.92883917401,10981.928839174008
3849,2.8682,SELL,20815.27386364056,10815.27386364056
3852,2.8579,SELL,21053.893487699814,11053.893487699814
3853,2.8675,SELL,20986.473974870372,10986.473974870372
3856,2.8767,CLOSE,21129.64574930593,11129.645749305932
3857,2.8658,SELL,21108.548298267808,11108.548298267808
3858,2.8665,BUY,21112.455267237474,11112.455267237474
3859,2.8796,BUY,21113.974198440552,11113.974198440552
3860,2.9002,BUY,21114.733664042094,11114.733664042094
3861,2.8981,CLOSE,21170.934118556037,11170.934118556037
3862,2.8784,CLOSE,21160.372610168226,11160.372610168226
3863,2.8761,CLOSE,21160.372610168226,11160.372610168226
3864,2.8704,CLOSE,21160.372610168226,11160.372610168226
3865,2.8666,CLOSE,21160.372610168226,11160.372610168226
3866,2.8491,SELL,21149.792423863142,11149.792423863142
3867,2.8413,SELL,21155.151030630786,11155.151030630786
3868,2.8229,SELL,21186.537155984122,11186.537155984122
3869,2.8314,SELL,21406.24003345747,11406.24003345747
3870,2.7938,SELL,21439.922704568366,11439.922704568366
3871,2.746,SELL,21678.763463354724,11678.763463354724
3872,2.7792,SELL,21518.770775577963,11518.770775577963
3873,2.7644,SELL,21592.260239819923,11592.260239819923
3874,2.7822,SELL,21585.37060254724,11585.370602547238
3875,2.7864,SELL,21531.019019618292,11531.019019618292
3876,2.7691,SELL,21721.632317495867,11721.632317495867
3878,2.7813,CLOSE,21642.784246486262,11642.784246486262
3879,2.7932,CLOSE,21632.20406018118,11632.204060181179
3880,2.8152,SELL,21621.38795815109,11621.387958151088
3881,2.8147,SELL,21709.10009079954,11709.10009079954
3882,2.8158,SELL,21872.5636107353,11872.563610735298
3883,2.7837,SELL,21744.184943858927,11744.184943858927
3884,2.7926,SELL,21689.962898221696,11689.962898221696
3885,2.7639,SELL,21737.008496642233,11737.008496642233
3886,2.7568,SELL,21691.55766426985,11691.55766426985
3887,2.7737,SELL,21831.89707650738,11831.89707650738
3888,2.7846,SELL,21842.26305582038,11842.263055820378
3891,2.7816,SELL,21986.58938317829,11986.589383178289
3892,2.789,CLOSE,22077.491047923053,12077.491047923053
3893,2.7826,CLOSE,22066.674945892963,12066.674945892963
3896,2.7666,BUY,22055.641608420017,12055.641608420017
3897,2.7642,CLOSE,21964.327825278277,11964.327825278277
3898,2.7635,SELL,21942.317840561427,11942.317840561427
3899,2.7594,SELL,21854.09570767646,11854.09570767646
3900,2.7307,SELL,21939.019816902175,11939.019816902175
3901,2.7263,SELL,22183.898073601573,12183.898073601573
3902,2.6951,SELL,22026.41744387233,12026.417443872331
3903,2.716,SELL,21945.61586422068,11945.61586422068
3904,2.7064,SELL,21934.072781413295,11934.072781413295
3905,2.7073,SELL,21939.019816902175,11939.019816902175
3906,2.7144,SELL,22024.768432042703,12024.768432042703
3907,2.6895,CLOSE,21950.562899709555,11950.562899709555
3908,2.6993,SELL,21928.616459339417,11928.616459339417
3909,2.6998,SELL,21962.64032787528,11962.64032787528
3910,2.7148,SELL,21821.565751019272,11821.565751019272
3911,2.7129,CLOSE,21652.276258792062,11652.276258792062
3912,2.7019,BUY,21630.485812432995,11630.485812432995
3913,2.6814,SELL,21674.109306166447,11674.109306166447
3914,2.6975,SELL,21699.070633456326,11699.070633456326
3915,2.7043,BUY,21707.966500641258,11707.966500641258
3916,2.6984,BUY,21674.008095147583,11674.008095147583
3917,2.7041,CLOSE,21636.815555797366,11636.815555797366
3918,2.6865,SELL,21615.14316476915,11615.14316476915
3919,2.6852,CLOSE,21529.747867826034,11529.747867826034
3920,2.6781,CLOSE,21518.934889754615,11518.934889754615
3922,2.6671,SELL,21508.175422309738,11508.175422309738
3923,2.6557,SELL,21524.941557162438,11524.941557162438
3924,2.657,HOLD,21805.973912788664,11805.973912788664
3925,2.6647,CLOSE,21994.393333038064,11994.393333038064
3926,2.6702,CLOSE,21983.633865593187,11983.633865593187
3927,2.6824,CLOSE,21983.633865593187,11983.633865593187
3928,2.6713,BUY,21972.64204866039,11972.64204866039
3929,2.6626,SELL,21877.731175744804,11877.731175744804
3930,2.6733,SELL,21905.897664559394,11905.897664559394
3931,2.663,SELL,21802.344396858698,11802.344396858698
3932,2.6333,CLOSE,21752.638828362364,11752.638828362364
3933,2.6524,CLOSE,21741.694490605612,11741.694490605612
3934,2.6622,CLOSE,21741.694490605612,11741.694490605612
3935,2.6636,CLOSE,21741.694490605612,11741.694490605612
3936,2.663,SELL,21730.82364336031,11730.823643360309
3937,2.6526,SELL,21720.187206812767,11720.187206812767
3938,2.6616,SELL,21771.733014697016,11771.733014697016
3940,2.6397,HOLD,21761.914765576206,11761.914765576206
3942,2.6771,CLOSE,21702.187083424615,11702.187083424615
3943,2.685,CLOSE,21691.31623617931,11691.316236179311
3944,2.6931,CLOSE,21691.31623617931,11691.316236179311
3948,2.6774,CLOSE,21691.31623617931,11691.316236179311
3949,2.6844,CLOSE,21691.31623617931,11691.316236179311
3950,2.695,CLOSE,21691.31623617931,11691.316236179311
3951,2.6919,CLOSE,21691.31623617931,11691.316236179311
3952,2.6966,CLOSE,21691.31623617931,11691.316236179311
3953,2.6953,CLOSE,21691.31623617931,11691.316236179311
3954,2.6932,SELL,21680.47057806122,11680.47057806122
3955,2.658,SELL,22431.70672215043,12431.70672215043
3956,2.6344,HOLD,22557.191601452632,12557.191601452632
3957,2.637,CLOSE,22976.311098322,12976.311098322
3958,2.6473,BUY,22953.982707483807,12953.982707483807
3960,2.6422,CLOSE,23362.257648642983,13362.257648642983
3962,2.6513,CLOSE,23350.77491592288,13350.77491592288
3964,2.6606,SELL,23339.099528464918,13339.099528464918
3965,2.6374,SELL,23503.077042201723,13503.077042201723
3966,2.6456,CLOSE,23691.556943048625,13691.556943048625
3967,2.6573,CLOSE,23679.881555590662,13679.881555590662
3968,2.6586,SELL,23668.041614812868,13668.041614812868
3969,2.6523,SELL,24089.48769857348,14089.48769857348
3970,2.6563,SELL,24157.804301192213,14157.804301192213
3971,2.6535,SELL,24004.813599553083,14004.813599553083
3972,2.6625,CLOSE,23849.898486572583,13849.898486572583
3973,2.6608,CLOSE,23838.05854579479,13838.05854579479
3974,2.6372,CLOSE,23838.05854579479,13838.05854579479
3975,2.6101,BUY,23826.139516521893,13826.139516521893
3976,2.6668,SELL,23865.908044160988,13865.908044160988
3977,2.6628,SELL,23998.99312417365,13998.993124173649
3979,2.686,BUY,24837.695815856172,14837.695815856172
3980,2.6844,HOLD,24738.46359568086,14738.46359568086
3981,2.7258,CLOSE,24973.6008130528,14973.600813052799
3982,2.6843,SELL,24948.695164738343,14948.695164738343
3983,2.6777,SELL,24717.16574975774,14717.16574975774
3984,2.6738,SELL,24547.447355066077,14547.447355066077
3985,2.5929,SELL,24524.399178009186,14524.399178009186
3987,2.4881,SELL,24606.11544211999,14606.11544211999
3988,2.438,SELL,24526.49446683254,14526.49446683254
3989,2.43,CLOSE,24636.49713005862,14636.497130058618
3990,2.4756,SELL,24611.70453391122,14611.70453391122
3992,2.476,HOLD,24573.742508408686,14573.742508408686
3993,2.4614,CLOSE,24422.92040708782,14422.920407087819
3996,2.4604,SELL,24398.40309461732,14398.403094617319
4000,2.4172,CLOSE,24123.4605137321,14123.460513732101
4001,2.4101,SELL,24099.19958192793,14099.19958192793
4002,2.426,CLOSE,24148.27744946696,14148.277449466961
4003,2.4421,BUY,24124.153710951265,14124.153710951265
4004,2.3955,BUY,24260.556803361094,14260.556803361094
4005,2.4267,BUY,24091.579838136975,14091.579838136975
4006,2.3978,SELL,24105.11668003373,14105.11668003373
4007,2.4042,SELL,23943.427066795444,13943.427066795444
4008,2.3908,SELL,23916.987255825665,13916.987255825665
4012,2.3165,SELL,23608.861766447048,13608.861766447048
4015,2.4209,BUY,23464.05230273721,13464.052302737211
4016,2.4231,SELL,23613.267005612288,13613.267005612288
4017,2.4297,BUY,23697.59129083215,13697.591290832152
4019,2.4229,SELL,23804.089568051833,13804.089568051833
4020,2.4124,CLOSE,23900.231460039955,13900.231460039955
4021,2.4,CLOSE,23888.323461256536,13888.323461256536
4022,2.4084,CLOSE,23888.323461256536,13888.323461256536
4023,2.4037,CLOSE,23888.323461256536,13888.323461256536
4024,2.4184,HOLD,23888.323461256536,13888.323461256536
4026,2.399,BUY,23876.379299525906,13876.379299525906
4027,2.3883,BUY,24037.813657908362,14037.813657908362
4028,2.4075,CLOSE,24112.093270661026,14112.093270661026
4029,2.394,CLOSE,24100.149108930396,14100.149108930396
4030,2.3979,CLOSE,24100.149108930396,14100.149108930396
4031,2.4152,CLOSE,24100.149108930396,14100.149108930396
4032,2.4073,CLOSE,24100.149108930396,14100.149108930396
4033,2.4024,SELL,24088.09903437593,14088.09903437593
4034,2.3711,SELL,23993.977808497355,13993.977808497355
4035,2.3845,SELL,23982.724183664046,13982.724183664046
4036,2.3679,CLOSE,24307.033190223923,14307.033190223923
4037,2.3716,CLOSE,24294.983115669456,14294.983115669456
4038,2.3875,CLOSE,24294.983115669456,14294.983115669456
4039,2.3901,SELL,24282.83562411162,14282.83562411162
4040,2.399,HOLD,24699.332831050873,14699.332831050873
4041,2.4023,SELL,25011.705736255313,15011.705736255313
4042,2.3824,SELL,25375.62532548689,15375.62532548689
4043,2.4204,SELL,25715.83344006598,15715.83344006598
4044,2.4517,HOLD,25381.810927570143,15381.810927570143
4045,2.449,BUY,25909.28276683881,15909.282766838809
