open,high,low,close,volume,RSI_14,ADX_14,ATRr_14,EMA_9,EMA_21,EMA_200,DIST_EMA21,target
106758.52,106766.84,106670.59,106744.15,117.25048,40.231527786833425,25.291716433203014,239.5837705112603,106820.40463447124,107016.68168541206,106444.18942965948,-0.2546628068820145,0
106744.15,106822.78,106589.64,106812.01,61.29509,42.452268793483604,26.18574993406202,239.1235011890274,106818.725707577,106998.0751685564,106447.84933583203,-0.17389580911927202,0
106812.01,106820.0,106484.89,106490.34,72.92402,35.68395968715356,27.344770730991662,245.9796796755255,106753.04856606161,106951.91742596036,106448.27212851032,-0.4315747085879974,0
106490.35,106656.89,106490.34,106568.06,111.4018,38.24580362506806,28.42100432814061,240.3061311272739,106716.0508528493,106917.02129632758,106449.46404762962,-0.32638516495929815,0
106568.06,106655.82,106383.31,106459.55,140.87275,36.084688106342334,29.75210192960401,242.60640747532642,106664.75068227944,106875.43299666145,106449.56440536465,-0.38912871274583216,0
106459.56,106491.86,106338.47,106404.47,111.00917,35.00346799030605,31.12089120165343,236.2338069413745,106612.69454582356,106832.61817878313,106449.11570481377,-0.40076540861951737,0
106404.47,106441.07,106132.13,106264.93,174.4643,32.35822640780028,32.93268626197016,241.4271064455622,106543.14163665885,106781.01016253012,106447.28301123354,-0.48330706156891107,0
106264.94,106284.49,106069.55,106160.57,281.61598,30.501711218763045,34.75857078239838,239.53517027087938,106466.62730932709,106724.60651139102,106444.43014545013,-0.5284971571488597,0
106160.58,106248.43,106040.0,106088.17,169.10887,29.247995464710183,36.52204313787917,237.3133723943875,106390.93584746167,106666.7486467191,106440.88526838097,-0.5424170644174806,0
106088.17,106168.28,106028.0,106099.18,126.92676,29.72107420216802,38.18832422152043,230.38241722335977,106332.58467796934,106615.15149701737,106437.48521595927,-0.48395700777277945,0
106099.17,106100.0,105721.29,105790.4,344.48375,24.727405192688256,40.35131169667668,240.9772445645488,106224.14774237548,106540.17408819761,106431.04655709401,-0.7037477595793412,0
105790.4,105964.1,105756.32,105956.01,157.84485,31.38610452754045,42.35980006646463,238.6060128099381,106170.5201939004,106487.06826199783,106426.31982518264,-0.49870681075681095,0
105956.01,105956.01,105704.32,105722.77,134.95144,27.673205452210546,44.316049396487486,239.5405833235131,106080.97015512033,106417.5866018162,106419.31932940969,-0.6529152032135473,0
105722.77,105769.4,105533.72,105554.17,188.83555,25.33966262032945,46.403102488472285,239.2648273718331,105975.61012409627,106339.09418346928,106410.7108783708,-0.7381332232481053,0
105554.16,105666.0,105508.23,105526.92,112.43244,24.97312145326241,48.378409630746305,233.4437682738453,105885.87209927702,106265.26016679025,106401.91693928254,-0.6948086003190298,0
105526.92,105665.98,105508.23,105641.47,103.1281,29.584227880097625,50.212623405715036,228.0370705399992,105836.99167942163,106208.55196980931,106394.35030307078,-0.5339324934686135,0
105641.48,105862.03,105573.18,105782.29,164.69634,34.88256381503062,50.053852793991986,232.38085121571396,105826.0513435373,106169.80088164483,106388.26015080142,-0.36499162513907335,0
105782.28,105782.29,105672.61,105686.0,88.55703,33.05126521173854,49.90642294024916,223.61650470030534,105798.04107482985,106125.81898331347,106381.27248760937,-0.41443165058883713,0
105686.0,105840.38,105620.0,105761.3,130.90864,35.88593548596649,49.25213032433485,223.38532579314102,105790.69285986389,106092.68089392134,106375.10360713565,-0.3123503818823008,0
105761.31,105761.31,105420.0,105507.0,163.97086,31.09723171401037,49.294689135218256,231.8085168079165,105733.95428789113,106039.43717629212,106366.46576029848,-0.5021124125799888,0
105506.99,105591.2,105409.34,105552.28,79.97325,32.816335629752636,49.365516651864915,228.24076560735108,105697.61943031292,105995.15016026556,106358.36440944974,-0.41782115464334013,0
105552.28,105647.83,105426.81,105638.34,136.76243,36.080545872016685,48.92009901620751,227.72499663539773,105685.76354425034,105962.7128729687,106351.19998746518,-0.3061198266578613,0
105638.35,105754.05,105300.01,105317.85,248.04257,30.196581433245417,48.92490032874383,243.89035401858422,105612.18083540029,105904.08897542609,106340.91789803767,-0.5535565067389521,0
105317.85,105534.32,105200.0,105349.27,250.96674,31.37808798817286,49.2224967277572,250.3496144458287,105559.59866832024,105853.65088675098,106331.05075477362,-0.4764888905821479,0
105349.28,105694.42,105000.0,105672.55,390.49723,42.21555376005059,49.993631581867405,282.06892769969795,105582.18893465621,105837.18716977362,106324.49850845747,-0.1555570156163758,0
105672.55,105674.67,105227.9,105324.02,167.74932,35.67423127864169,50.70968537496974,293.8332900068627,105530.55514772498,105790.5356088851,106314.54349842308,-0.44098047731777545,0
105324.02,105403.5,104800.0,105048.56,429.02767,31.51753431605571,52.14041637111527,315.9523407206582,105434.15611817999,105723.08328080464,106301.9466476925,-0.6380094676326096,0
105048.56,105285.71,104777.48,104847.33,281.28272,28.871017276224194,53.50024217023151,329.68645924061195,105316.790894544,105643.46934618603,106287.47285020303,-0.7536096183826912,0
104847.33,104968.69,104551.0,104742.15,577.18142,27.567992353357067,55.05017346521354,335.97242643771125,105201.86271563522,105561.53122380549,106272.09650343486,-0.7762119536408497,0
104742.15,104742.51,104264.15,104298.26,513.74895,22.875638644790904,56.77261915348707,346.1429674064462,105021.14217250817,105446.68838527772,106252.4563392216,-1.0891080629119798,0
104298.27,104614.13,104130.95,104585.36,393.68198,31.050143956948503,58.482212530929026,355.93132687741485,104933.98573800655,105368.38580479793,106235.86831594576,-0.7431316317671772,0
104585.36,104585.36,104171.77,104241.63,291.21677,27.317021978184744,60.06969209569655,360.0498035290278,104795.51459040525,105265.95345890721,106216.02514862292,-0.9730814430014879,0
104241.62,104400.0,104201.0,104389.33,246.31566,31.14769252691815,61.54378026298069,348.54624613409726,104714.27767232421,105186.26041718837,106197.84907749234,-0.7576373701542345,0
104389.33,104415.08,104102.0,104184.19,297.72634,28.871708970345363,63.00119321470473,346.0129428388047,104608.26013785938,105095.16310653489,106177.81266876108,-0.8668078335930998,0
104184.18,104484.97,104105.63,104128.25,212.18371,28.265179669865375,63.74875157935866,348.393446921747,104512.25811028751,105007.26191503172,106157.41901036545,-0.8370963102942204,0
104128.24,104171.9,103500.01,103630.67,1032.36883,23.5300917056875,65.01738184878783,371.5003435701936,104335.94048823002,104882.11719548338,106132.2772291678,-1.193194062960123,1
103630.67,103820.84,103371.02,103653.49,508.9959,24.157609036173408,66.28125278814593,377.09460474375066,104199.45039058402,104770.4238140758,106107.61267962384,-1.0660774037316922,1
103653.49,103931.96,103612.0,103922.69,316.99798,31.317782779314236,66.71253926321286,373.0135615477689,104144.09831246722,104693.35710370526,106085.87215544848,-0.7361184367618137,1
103922.69,104250.0,103825.85,103856.81,327.95039,30.557470227118095,65.27702400367937,376.66616429435646,104086.6406499738,104617.30736700477,106063.6924325087,-0.7269326521059265,1
103856.81,103961.72,103738.68,103814.01,164.22716,30.047107804876113,64.10485513798812,365.69286684476015,104032.11451997903,104544.2803336407,106041.30753268275,-0.6985272951424297,1
103814.0,104087.37,103737.68,103922.46,194.12477,33.09628052877949,62.363080394724236,364.5498049272775,104010.18361598323,104487.75121240063,106020.22447265606,-0.5410119423964943,1
103922.46,103924.78,103626.05,103680.96,149.06185,29.96407998311238,60.98477712378508,359.84839028961454,103944.33889278659,104414.40655672784,105996.94820924655,-0.7024380838954062,1
103680.96,104105.89,103680.95,104072.01,112.20003,39.885021832475154,58.801259236696495,364.4977909832137,103969.87311422928,104383.2795970253,105977.7945952242,-0.29819871365124473,1
104072.0,104414.85,104060.0,104414.84,127.14746,46.976426534770056,55.471844828887725,363.8086630558417,104058.86649138344,104386.14872456845,105962.24280820704,0.027485711257770457,1
104414.84,104878.76,104414.83,104860.01,278.4576,54.48468010020023,52.116024540212365,370.9601871232811,104219.09519310677,104429.22702233495,105951.27531757813,0.4125118895813646,0
104860.01,105336.82,104860.0,105140.11,384.41662,58.46950253399539,50.07111334561169,378.52160232876156,104403.29815448541,104493.85274757723,105943.20402088581,0.6184643741521498,0
105140.11,105214.44,104842.45,104889.98,147.62494,53.92893079350938,48.11302361074064,378.055059305279,104500.63452358833,104529.8643159793,105932.72417988197,0.3445098550325455,0
104889.98,105208.79,104661.55,104686.12,220.16745,50.48767144550907,45.68689884461354,390.13969792632986,104537.73161887068,104544.069378163,105920.32015819161,0.13587630812721213,0
104686.12,104898.81,104514.21,104599.02,230.00188,49.047599565301006,42.966322685286315,389.7440052173057,104549.98929509654,104549.06488923909,105907.17289293597,0.04778149935041332,0
104599.01,104665.22,104262.88,104579.56,194.85812,48.71328476094372,40.087260451045076,390.64371913035507,104555.90343607723,104551.83717203554,105893.9628143993,0.026515868792286856,0
104579.55,104656.88,104422.26,104573.62,97.47153,48.60438132974509,37.41384551924964,379.4991677639018,104559.4467488618,104553.81742912321,105880.82507495255,0.01894007446471856,0
104573.63,104576.15,104317.68,104362.39,109.06756,44.77130279531839,35.23721257657026,370.8542272093375,104520.03539908945,104536.41493556656,105865.7162682366,-0.1664730282493642,0
104362.39,104500.0,104252.33,104409.17,92.03497,45.790911892026266,33.40714833984494,362.05535383724185,104497.86231927157,104524.8472141514,105851.22327054272,-0.11066958453850492,0
104409.18,104507.66,104331.87,104506.25,96.11893,47.93892186780606,31.679491629091157,348.75068570601087,104499.53985541727,104523.15655831945,105837.84045193036,-0.016174940440124304,0
104506.25,104822.31,104506.25,104728.39,119.97194,52.57016410622692,29.83389872523827,346.41563672700994,104545.30988433382,104541.81414392676,105826.80114395096,0.17847007687887398,0
104728.4,104728.4,104367.41,104552.58,116.84387,48.86518806302253,27.750609924261692,347.45666267508,104546.76390746707,104542.79285811524,105814.12232659821,0.00936185232591544,0
104552.59,104694.82,104407.09,104680.0,63.09234,51.531345234487965,25.816127466212013,343.19047248400364,104573.41112597367,104555.2662346502,105802.83752732858,0.11929936180341214,0
104680.0,104731.61,104600.0,104600.01,80.23937,49.77674431756807,24.057790705349234,328.07758159228916,104578.73090077893,104559.33384968199,105790.86909422083,0.03890245740899586,0
104600.0,104637.44,104443.04,104596.15,63.59759,49.688821446905266,22.821367666637876,318.5291829071263,104582.21472062315,104562.68077243817,105778.98134203954,0.03200876958641561,0
104596.15,104666.44,104203.85,104228.31,132.50308,42.063812807487686,22.433697059183288,328.81924127090275,104511.43377649852,104532.28342948924,105763.5517764471,-0.29079382896507894,1
104228.31,104466.9,104228.31,104435.46,74.48974,46.99663803699684,22.073717209404027,322.37429546583803,104496.23902119882,104523.48129953566,105750.33693290036,-0.08421198609278147,0
104435.46,104571.49,104435.46,104570.54,65.09515,49.98697246527832,21.280544418011125,309.0639886468495,104511.09921695906,104527.75936321422,105738.59765993617,0.04092753642323428,0
104570.55,104712.01,104570.54,104700.01,97.68116,52.739175185627346,19.962435871681034,297.0929894577889,104548.88137356724,104543.41851201293,105728.26345436469,0.14978607952166317,0
104700.0,104730.77,104551.16,104551.17,73.58036,49.375282992560734,18.81330407217117,288.70134735366116,104549.3390988538,104544.12319273903,105716.55108168443,0.006740510174803404,0
104551.17,104718.72,104544.0,104574.74,90.53702,49.92003316046794,17.775577651467405,280.5598225426854,104554.41927908306,104546.90653885365,105705.18977738907,0.026622940905484005,0
104574.75,104620.86,104414.18,104417.53,114.40843,46.338400270685696,17.338233168505987,275.2826923610656,104527.04142326646,104535.1450353215,105692.37724229068,-0.1125124332890763,0
104417.52,104841.91,104379.52,104732.01,125.47781,53.52212975644803,16.253909634277576,288.6475000495609,104568.03513861318,104553.04185029227,105682.82134933256,0.17117450295132194,0
104732.02,104857.14,104589.4,104842.78,66.20218,55.76825631492735,15.310594825049295,287.15410718887836,104622.98411089055,104579.38168208388,105674.4627289412,0.25186448196531974,0
104842.78,105059.95,104823.99,104951.06,125.78779,57.90957867353549,15.23363050500953,283.49738524681504,104688.59928871244,104613.17062007624,105667.26469183732,0.3229893310000793,0
104951.05,105176.61,104810.99,104811.0,76.46525,54.25104814773012,15.570792828683247,289.36328630061365,104713.07943096996,104631.15510916023,105658.74464515239,0.17188464626252078,0
104810.99,104884.0,104755.02,104805.24,94.30623,54.099676690338036,15.59842413202766,277.907337279141,104731.51154477597,104646.98100832748,105650.25206161854,0.15123130179926805,0
104805.25,104805.25,104680.0,104776.92,51.36421,53.31205667329972,15.244049774663694,267.00324175920235,104740.5932358208,104658.79364393407,105641.56219035864,0.11286806579083346,0
104776.92,104927.3,104743.12,104838.68,89.37055,54.855620131470495,15.389932638715772,261.0872959192599,104760.21058865664,104675.14694903097,105633.57331284264,0.15622911047705837,0
104838.67,105059.95,104695.82,105058.9,85.85259,59.94131800128367,15.998711934364742,268.44748906788345,104819.94847092532,104710.03359002815,105627.8551704263,0.3331738115353522,0
105058.9,105099.99,104900.25,104919.07,67.44281,55.65412984641005,16.70194775413242,263.5398112773207,104839.77277674025,104729.03690002559,105620.80258166583,0.18145216035532152,0
104919.07,105009.97,104856.06,104856.06,57.08606,53.78723739313255,17.091731138850065,255.70911047179806,104843.03022139221,104740.58445456871,105613.1932027438,0.11024909401891977,0
104856.06,105006.5,104849.13,105006.5,67.11628,57.456615524022496,17.41073255558964,248.6848882952407,104875.72417711378,104764.75859506246,105607.1564544578,0.2307468734518993,0
105006.5,105122.12,104999.87,105043.4,101.0257,58.33058381762809,18.16212239335595,239.65382484558066,104909.25934169104,104790.08963187496,105601.54693749803,0.24173122574368344,0
105043.41,105210.85,105043.4,105210.85,52.96292,62.132270933714686,19.183719961739488,234.49640878518287,104969.57747335284,104828.34057443177,105597.65940578164,0.3648912340614982,0
105210.84,105240.0,105136.84,105184.84,80.98053,61.19828975515209,20.237385760346765,225.11523672909863,105012.62997868226,104860.74961311978,105593.55175000272,0.3090673946886066,0
105184.84,105250.0,105074.25,105249.99,65.39282,62.710346186911316,20.75719226147099,221.58914839130586,105060.10198294582,104896.13510283617,105590.13322512708,0.3373383555237108,0
105249.99,105292.74,105153.98,105201.11,58.63858,60.7961148611425,21.416171148242505,215.6727806490704,105088.30358635666,104923.86009348743,105586.26234726512,0.26423914090231104,0
105201.12,105379.24,105180.83,105365.79,54.35544,64.70507975518413,22.373608998353454,214.43972488842277,105143.80086908533,104964.03553953402,105584.06859256596,0.3827543962090327,0
105365.79,105504.67,105365.79,105447.39,108.23486,66.48813673234754,23.71604245188594,209.0426016821072,105204.51869526827,105007.97685412182,105582.70860657029,0.418456920171517,0
105447.53,105524.35,105430.0,105444.18,82.36264,66.34614330052104,25.03061618903889,200.85027299052854,105252.45095621461,105047.6316855653,105581.33021247506,0.37749381692075273,0
105444.18,105550.27,105375.05,105488.23,207.94445,67.37579328495636,25.7800813794792,199.0195392054909,105299.60676497169,105087.68607778664,105580.40384220167,0.3811520998919625,0
105488.23,105550.0,105465.64,105534.97,77.18968,68.47783563459386,26.476013342030914,190.82957211938444,105346.67941197735,105128.34825253331,105579.95176416983,0.3867860136924518,0
105534.97,105534.97,105392.0,105423.5,80.83431,63.01108506841625,26.470854967778358,187.4110312537142,105362.04352958189,105155.18022957574,105578.395030198,0.2551655275930913,0
105423.51,105527.88,105317.1,105439.03,85.61517,63.44888730281089,25.84626857920037,189.08024330702025,105377.44082366551,105180.98475415976,105577.0083134796,0.24533450266069884,0
105439.03,105478.33,105235.76,105320.01,127.47813,57.80231624759457,24.641362863262202,192.90094021366215,105365.95465893243,105193.62341287249,105574.45111633056,0.12014662393693998,0
105320.0,105320.0,105097.93,105097.94,95.65904,49.0340593481188,23.169592727346135,194.9851587698293,105312.35172714596,105184.92492079317,105569.70971218798,-0.08269713636119536,0
105097.93,105121.35,104859.18,104966.2,270.13822,44.70188150547225,23.051755741034505,199.7840760005567,105243.12138171677,105165.0408370847,105563.70464042491,-0.18907503434790174,0
104966.19,104983.8,104713.24,104850.16,122.42178,41.24522041089684,23.542642658790854,204.83949914337393,105164.52910537343,105136.41530644064,105556.60469375402,-0.2722703695064087,0
104850.15,104979.55,104821.89,104930.26,199.85731,44.439038877855445,23.998466225278893,201.46953491884747,105117.67528429875,105117.67391494603,105550.37240824403,-0.17828963290957262,0
104930.26,105000.9,104871.79,104933.86,72.5114,44.584836457234324,24.256124749817904,196.30099671035842,105080.912227439,105100.96355904185,105544.23795642072,-0.15899336541094058,0
104933.87,104980.0,104914.93,104973.24,50.29144,46.24650784623002,24.4953790940327,186.92735408819047,105059.3777819512,105089.35232640168,105538.55638471505,-0.11048914455295175,0
104973.24,105310.62,104973.23,105234.94,113.12463,55.743863741339204,22.9860622518435,197.67468593903396,105094.49022556096,105102.58756945608,105535.53532616068,0.1259269001883104,0
105234.94,105252.0,105086.77,105086.77,108.14235,50.32260218681955,21.584553755524954,195.35720837195984,105092.94618044878,105101.14960859643,105531.06999953222,-0.0136816853573708,0
105086.77,105094.52,104756.33,104807.5,73.9541,42.026482272817915,21.42350200254718,205.55955063110574,105035.85694435902,105074.45418963312,105523.87029804435,-0.25406193321864473,0
104807.5,105012.0,104807.5,104949.9,98.74455,46.83903167847311,21.27395394621068,205.48386844316963,105018.66555548723,105063.13108148465,105518.15915080013,-0.10777432608289331,0
104949.91,105142.0,104949.91,104994.29,95.03357,48.28035341188966,20.35896469056243,204.52787784008652,105013.7904443898,105056.87280134969,105512.94652243397,-0.059570401898437146,0
104994.28,105053.06,104874.19,104883.3,65.30644,44.99546806404545,19.862598075316274,202.69517228008,104987.69235551186,105041.09345577244,105506.68138290726,-0.15022069038045147,0
104883.31,104883.31,104650.93,104682.99,72.35088,39.740323831267105,20.307415992743895,204.8155171172175,104926.75188440949,105008.53859615675,105498.48544874898,-0.3100210711518857,0
104682.99,104765.0,104565.0,104697.03,90.76129,40.26692269252799,21.022567424817364,204.4715516088448,104880.8075075276,104980.21963286978,105490.51076766691,-0.2697552299472507,0
104697.02,104729.27,104529.58,104679.99,124.33539,39.81218981600926,21.80993628534414,204.1300122082132,104840.64400602209,104952.92602988162,105482.44588440655,-0.2600556651502107,0
104680.0,104797.06,104487.17,104500.81,134.91056,35.298158318365395,22.08287038651551,211.68429705048365,104772.67720481768,104911.82457261966,105472.67836316868,-0.39177144644468664,0
104500.81,104612.75,104408.03,104447.87,135.74312,34.069056902893635,22.64207277098723,211.18684726116348,104707.71576385415,104869.6468841997,105462.4812650277,-0.40219157471316863,0
104447.87,104500.32,104175.87,104266.19,136.6924,30.184610639364198,23.931624194960868,219.2770724567955,104619.41061108332,104814.78716745427,105450.5778693558,-0.523396728915565,0
104266.18,104474.51,104192.46,104463.57,169.73708,38.4017071737986,25.12906480293639,223.760852995595,104588.24248886667,104782.85833404934,105440.75689553136,-0.30471428163510494,0
104463.57,104500.0,104281.37,104424.0,143.79842,37.45007844310114,26.047858849430458,223.39436349591,104555.39399109334,104750.23484913576,105430.63991149624,-0.31144068517422213,0
104424.0,104647.22,104328.55,104618.16,163.18089,44.692435682813766,25.848726290921803,230.19976610334487,104567.94719287468,104738.22804466887,105422.55553426742,-0.11463631465834723,0
104618.15,104858.8,104618.15,104840.59,174.64056,51.60545634134995,24.415327180089758,230.946211381678,104622.47575429975,104747.5336769717,105416.76483243391,0.08883867692319575,0
104840.58,104908.49,104713.89,104814.24,237.09005,50.79546531811265,22.822708038363533,228.35005342584427,104660.8286034398,104753.59788815609,105410.7695604694,0.057890242499034954,0
104814.24,104874.91,104618.0,104725.21,131.75926,48.051181104580074,21.813148569869234,230.39004960971278,104673.70488275184,104751.01717105099,105403.94807230553,-0.024636678237540868,0
104725.21,104725.21,104487.68,104487.69,144.02654,41.59476755186342,21.459144726593436,230.90004606616284,104636.50190620148,104727.07833731908,105394.8310765612,-0.2285830380448716,0
104487.69,104567.62,104474.81,104514.0,102.53339,42.51614693621982,21.186394994677826,221.03647134715104,104612.00152496119,104707.70757938098,105386.0665882372,-0.18499839587656391,0
104513.99,104550.92,104024.61,104054.85,280.02687,32.79335471823138,22.474450737120275,242.84172339378296,104500.57121996896,104648.35689034633,105372.82065203584,-0.5671440125602922,1
104054.84,104099.97,103908.0,103919.96,260.84577,30.58079155627446,23.966187019057728,239.20802886565568,104384.44897597517,104582.13899122394,105358.36432713996,-0.6331664255590526,1
103919.97,104373.74,103814.04,104206.77,305.64853,39.87039916104984,23.847119082403207,262.10031251810966,104348.91318078015,104548.01453747631,105346.90567711867,-0.326399825942158,1
104206.77,104493.16,103977.21,104439.81,274.88554,46.17324619182405,23.172639381023952,280.2324330525302,104367.09254462412,104538.1777613421,105337.87984948566,-0.09409745171440936,1
104439.82,105096.37,104228.3,105039.81,472.25051,58.29449341396305,22.612326589512612,322.22083069163466,104501.6360356993,104583.78069212918,105334.91398033655,0.43604209453210185,0
105039.32,105325.83,104871.83,105166.34,484.55,60.32361538150017,22.67398694769737,331.63362849937505,104634.57682855944,104636.74062920835,105333.23662729838,0.5061313718365353,0
105166.34,105312.93,104963.42,105134.74,224.53425,59.544441766280265,22.731242994583216,332.91051217799077,104734.60946284755,104682.01329928033,105331.26153647949,0.43247802220363984,0
105134.75,105145.26,104474.1,104619.88,237.08596,48.542780328518084,21.126156861962848,357.07118987956204,104711.66357027806,104676.36481752756,105324.18311323093,-0.053961386246092286,0
104619.87,104811.3,104352.0,104418.95,371.99154,45.044914624730964,19.9856599748124,364.3732477453078,104653.12085622246,104652.9634704796,105315.17581857192,-0.22360902426391166,0
104418.94,104797.06,104150.13,104747.32,219.69315,51.229859873679054,19.471441678264025,384.5558729063568,104671.96068497798,104661.54133679964,105309.52551191946,0.08195815015215109,0
104747.31,104935.3,104619.98,104886.41,146.98571,53.611391928892054,18.54289303327889,379.61045341304606,104714.8505479824,104681.98394254514,105305.31540732326,0.19528294149169692,0
104886.41,104973.79,104757.66,104801.01,130.5708,51.934500166938165,17.55510104620532,367.93327816925637,104732.08243838593,104692.80449322285,105300.2974430713,0.1033552470973762,0
104801.01,104836.64,104613.69,104666.0,130.86724,49.308685194503255,17.06230876554959,357.577329728595,104718.86595070874,104690.36772111169,105293.9860257273,-0.02327599151872531,0
104666.0,104666.0,104334.78,104397.93,208.67634,44.497913249607784,17.339420614790704,355.6946633194097,104654.678760567,104663.7824737379,105285.07004537182,-0.254006178120509,0
104397.93,104625.8,104343.4,104559.99,84.59612,47.81279247425833,17.596738760514594,350.4593302251668,104635.74100845361,104654.34679430719,105277.8553185522,-0.09016041588089647,0
104560.0,104599.26,104379.59,104426.93,85.15575,45.41446245267295,17.835677038686775,341.11723520908333,104593.9788067629,104633.67254027925,105269.38839995964,-0.19758700546391628,0
