RSI_14,RSI_Slope,Vol_Relativo,ADX_14,ATRr_14,DIST_EMA21,Corpo_Candle,target
53.62397179110761,5.943627451722399,1.6480008191480922,44.660850392633186,471.6684735708381,363.38405029622663,0.005023460137377886,1
58.85288767192636,13.240613999126701,1.6647687908117832,42.65319164698871,505.03715403006413,703.4309548147576,0.004004047074066913,0
57.95792252195968,4.333950730852074,0.8161219014552854,40.7889370974617,499.88521445648837,592.0372316497815,0.0005070736679500581,0
56.95724266434499,-1.895645007581372,0.6466587479607862,38.8690955315553,487.269127709596,487.31566513616417,0.0005443744409443204,0
52.89674373824073,-5.061178783718951,0.7792059787421997,36.536149271735134,478.37847573033935,232.87787739651685,0.0022486281325510026,0
53.480482302898885,-3.476760361446104,0.7389630873612258,34.081199876203854,471.4357274638871,246.0526158150169,0.0003683522797184029,0
49.694911047009015,-3.201832691231715,0.42154000107217016,31.763797459316212,464.04746121646656,27.64783255911607,0.0021016030485768705,0
50.09887008767658,-3.3816122152223045,1.0001236782502811,30.452276307655964,502.1883568438621,45.9525750537432,0.00022356351650467592,0
46.35937129072152,-3.3355397562874955,0.7755187313874838,29.234435238257163,496.8784742121581,-152.4067499511293,0.0020856384085560144,0
49.769161888536665,-0.32970819913991534,0.8899277949680442,28.313713258689585,499.0514403398613,25.43022731714882,0.0017649365226591386,0
49.226628025735025,2.8672567350135054,0.6693618768203011,27.197543568017544,483.3420517441566,-3.2816115298628574,0.00028365834875670516,0
49.882251745634136,0.11308985709747077,0.448896845809994,25.937046354782172,466.8440480481451,26.434898609208176,0.00031627503245551796,0
45.53883148307702,-3.687796542658006,0.4088640200837197,25.264829847330997,456.8466160447065,-177.74100126435224,0.0021679038874779944,0
47.23961042049359,-2.642641325140545,0.31720964914115113,24.68209189508727,439.119000612942,-92.21909205849806,0.0007468819148368916,0
50.32782404551139,4.788992562434373,0.35084863056354093,23.994495212959226,425.5426434263035,44.39173449226655,0.0013796732702852648,0
55.68386333544128,8.44425291494769,0.46784018024073304,22.514296033590995,433.03031175299685,286.21066772023914,0.002641650240194445,0
