timestamp,open,high,low,close,volume,CVD,btc_close,btc_volume,mom_3,mom_5,mom_10,mom_20,vol_ratio,pos_canal,trend_str,vol_surge,btc_mom,rel_str,target
1763253000000,0.0049516,0.004963,0.0049156,0.0049624,744130268.0,-250677421459,95423.3,491.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1763253900000,0.0049624,0.0049756,0.0049504,0.0049505,321052284.0,-250662006259,95327.0,436.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1763254800000,0.0049505,0.0049505,0.004914,0.0049455,962481471.0,-250543798684,95456.2,1108.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1763255700000,0.0049456,0.0049466,0.004912,0.0049144,410674286.0,-250540303004,95408.1,602.768,-0.00967273899725929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1763256600000,0.004914,0.0049157,0.0047818,0.0048184,4813505567.0,-251837403177,94969.7,1667.435,-0.02668417331582673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1763257500000,0.0048184,0.0048743,0.004797,0.0048668,1131274729.0,-251720180906,95243.7,1283.564,-0.015913456677787874,-0.019264871836208175,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018821398966500924,-0.017382731939558083,0
1763258400000,0.0048669,0.0049165,0.0048466,0.0048858,997904068.0,-251784398652,95251.3,895.303,-0.0058196321015790975,-0.013069386930613103,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007941086995290059,-0.012275278231084097,0
1763259300000,0.0048858,0.0049345,0.0048858,0.004923,848013753.0,-251759270761,95626.0,1396.551,0.021708450938070945,-0.0045495905368516665,0.0,0.0,0.0,0.0,0.0,0.0,0.0017788263098676982,-0.006328416846719365,0
1763260200000,0.004923,0.0049374,0.0049067,0.0049342,650853114.0,-251803351915,95692.0,736.162,0.013848935645598637,0.00402897607032382,0.0,0.0,0.0,0.0,0.0,0.0,0.0029756383367869343,0.0010533377335368854,0
1763261100000,0.0049342,0.0049573,0.0049274,0.0049562,678454209.0,-251820797468,95934.3,921.712,0.014409103933849199,0.0285987049643035,0.0,0.0,0.0,0.0,0.0,0.0,0.010156923734622847,0.018441781229680654,0
1763262000000,0.0049563,0.0049654,0.0049447,0.0049539,589106281.0,-251859093707,95736.6,543.705,0.00627666057282128,0.017896769951508018,-0.001712880864097932,0.0,0.0,0.0,0.0,0.0,0.0051751454426907095,0.012721624508817309,0
1763262900000,0.0049538,0.0050151,0.0049538,0.004986,970950649.0,-251718040696,95769.4,476.321,0.01049815572939905,0.02050841213312049,0.007170992829007128,0.0,0.0,0.0,0.0,0.0,0.005439295841631386,0.015069116291489104,0
1763263800000,0.004986,0.0049944,0.0049707,0.0049908,472407355.0,-251751216073,95757.0,389.322,0.006981154917073518,0.013772090188909125,0.009159842280861419,0.0,0.0,0.0,0.0,0.0,0.0013699203145587369,0.012402169874350388,0
1763264700000,0.0049908,0.0049966,0.0049791,0.0049898,307104163.0,-251750404704,95782.0,498.372,0.007246815640202797,0.011268290705686912,0.01534266644961746,0.0,0.0,0.0,0.0,0.0,0.0009405174936254479,0.010327773212061464,0
1763265600000,0.0049899,0.0049934,0.0049711,0.0049737,449210036.0,-251752843666,95831.1,613.601,-0.002466907340553548,0.0035309309551672108,0.03223061597210708,0.0,0.0,0.0,0.0,0.0,-0.0010757362069666598,0.004606667162133871,0
1763266500000,0.0049738,0.004985,0.0049652,0.0049722,368402721.0,-251814566809,95792.9,430.374,-0.0037268574176484437,0.003694059226064361,0.02165694090572856,0.0,0.0,0.0,0.0,0.0,0.0005880718554867048,0.0031059873705776564,0
1763267400000,0.0049722,0.0049726,0.004955,0.0049645,247968502.0,-251837162013,95642.8,409.563,-0.0050703435007414255,-0.004312073806658656,0.016107904539686357,0.0,0.0,0.0,0.0,0.0,-0.0013219253749109372,-0.002990148431747719,0
1763268300000,0.0049644,0.0049891,0.0049584,0.0049837,464066871.0,-251744006154,95781.0,254.688,0.002010575627802158,-0.0014226176164142679,0.012329880154377193,0.0,0.0,0.0,0.0,0.0,0.00025063441837147593,-0.0016732520347857438,0
1763269200000,0.0049837,0.0050406,0.0049815,0.0050212,1789289789.0,-251312669703,96000.0,597.742,0.009854792647117971,0.006292837388272021,0.01763203761501364,0.0,0.0,0.0,0.0,0.0,0.0022760017539829036,0.004016835634289118,0
1763270100000,0.0050212,0.0050311,0.0049974,0.0050031,711058150.0,-251406949953,95929.6,2231.21,0.007775203948030995,0.005911092345738611,0.009462894959848311,0.0,0.0,0.8551004636785154,0.0,0.7932416202156843,0.0010278500403313462,0.004883242305407265,0
1763271000000,0.0050032,0.0050088,0.0049897,0.0049993,329048878.0,-251387373781,95908.7,369.911,0.003130204466561093,0.0054503036885080736,0.00916449665919794,0.007435918104143235,0.7114275206247509,0.8404173106646051,0.006900839990262509,0.37578042691775426,0.0012088578589855015,0.004241445829522572,0
1763271900000,0.0049994,0.0050039,0.0049863,0.0049952,427640680.0,-251410616533,95850.0,243.987,-0.005178045088823358,0.006183905730687833,0.0018451664661049971,0.009029390970608953,0.6992560308402657,0.8245749613601232,0.0064636491500267975,0.48541983192778,0.002166394124806015,0.004017511605881818,0
1763272800000,0.0049953,0.0050217,0.0049907,0.0050143,355796433.0,-251367022354,95911.3,423.722,0.002238612060522449,0.00614001645363893,0.004708663941652702,0.013911636841573038,0.6946254984927079,0.8983771251931997,0.006445669900609618,0.41827082203294985,0.0013603950679152987,0.004779621385723631,0
1763273700000,0.0050144,0.0050162,0.0050043,0.0050098,253173752.0,-251358971026,95944.0,249.74,0.002100294041165851,-0.0022703736158686816,0.004008176680428077,0.019412339247924404,0.4350899478863478,0.880989180834621,0.006215952722118649,0.3004097321794434,-0.0005833333333333801,-0.0016870402825353015,0
1763274600000,0.0050098,0.0050158,0.0050029,0.0050112,182989046.0,-251397254216,95900.4,292.516,0.0032030749519540436,0.001618996222342295,0.007539658604258426,0.04001328241740021,0.5256674694441877,0.8793103448275873,0.005965819138821215,0.2993756063158101,-0.0003043898859164118,0.0019233861082587067,0
1763275500000,0.0050109,0.0050157,0.0049949,0.0050024,224082129.0,-251408640049,95762.8,464.739,-0.00237321261193002,0.0006200868121537528,0.0060737701621012,0.02786225034930534,0.6426164449256823,0.8030927835051523,0.005482768821688466,0.39599155563417504,-0.0015212384277963897,0.0021413252399501426,0
1763276400000,0.0050025,0.0050193,0.0049911,0.0049928,489481040.0,-251301112581,95818.8,401.44,-0.0033933490358896146,-0.0004804612427929955,0.005700473360862102,0.021900200581276508,0.6873685192006345,0.6912144702842394,0.004821994518407022,0.905683453573265,-0.0003255086071987101,-0.0001549526355942854,0
1763277300000,0.0049927,0.0050068,0.0049862,0.0049956,335330143.0,-251301594068,95781.2,529.167,-0.0031130268199234257,-0.0037293341044611905,0.002387784176415275,0.0147471054235222,0.37103969078933746,0.6639283047050049,0.004314963573846629,0.6513532671112333,-0.0013564616473763502,-0.0023728724570848403,0
1763278200000,0.0049956,0.0050067,0.0049909,0.0049945,363020709.0,-251402058381,95884.8,379.154,-0.0015792419638572808,-0.0030540141323007752,-0.005317453995061006,0.012220826071095647,0.3786860015832792,0.59275618374558,0.0038437289814468962,0.7254188971618925,-0.000617026598849324,-0.0024369875334514512,0
1763279100000,0.0049946,0.0050226,0.0049946,0.0050212,279527974.0,-251378518759,96064.8,724.825,0.005688190995032816,0.001995530012771418,0.00361775699066591,0.013114886404906878,0.94791887122072,0.7977059436913443,0.004014098778794408,0.5817648297351764,0.0017142785640102964,0.00028125144876112174,0
1763280000000,0.0050215,0.0050276,0.0049986,0.005001,347595810.0,-251429279437,95927.0,1145.234,0.0010809512370886232,-0.000279865664480905,0.0003400476066650615,0.009507660631018044,1.0646250693336934,0.543778801843318,0.003623654908948238,0.7420803506087554,0.0017146532891685329,-0.001994518953649438,0
1763280900000,0.005001,0.005004,0.0049845,0.0049874,540866677.0,-251485383064,95839.1,634.841,-0.001421563720091945,-0.00108155744271754,-0.0015614990390774297,0.00028078620136384735,1.1932395696943623,0.37850467289719825,0.0029769328428995343,1.210255077902939,0.00021185821571556573,-0.0012934156584331058,0
1763281800000,0.0049875,0.0049964,0.004981,0.0049948,317115305.0,-251423071533,96007.0,413.188,-0.005257707320959204,-0.0001601409240131746,-0.003888877809465008,0.0008014747134728051,1.2127239694261742,0.4649532710280327,0.0026140954271390462,0.7221305989772787,0.002357456369308508,-0.002517597293321683,0
1763282700000,0.0049949,0.0050091,0.0049816,0.0050043,304851508.0,-251452862499,96083.5,492.103,0.0006598680263947276,0.0019621583742115423,-0.0010978482174938131,0.0029059280933103615,1.2322710810293303,0.5759345794392473,0.0025101185152235504,0.6943817486078943,0.0020722784007476402,-0.00011012002653609798,0
1763283600000,0.0050044,0.0050048,0.004982,0.0049923,324511816.0,-251440788573,96031.9,525.956,0.0009824758391143718,-0.00575559627180755,-0.0037715517241380114,0.0037396706677121916,0.8826007886468611,0.4357476635513983,0.0021268065258591884,0.749812018949267,-0.00034247716124957694,-0.0054131191105579735,0
