data,par,preco,adx,sinal,confianca
00:57:03,1764302223.625919,CLOUSDT,0.3271,12.9,NEUTRO,40.5
00:57:05,1764302225.065772,TRADOORUSDT,2.018,18.7,NEUTRO,46.0
00:57:06,1764302226.508018,SQDUSDT,0.09502,48.9,NEUTRO,47.0
00:57:07,1764302227.988141,MUSDT,1.2987,21.0,NEUTRO,50.1
00:57:12,1764302232.355522,TRADOORUSDT,2.021,18.7,NEUTRO,45.9
00:57:13,1764302233.801181,SQDUSDT,0.09484,48.9,NEUTRO,47.2
00:57:15,1764302235.235892,MUSDT,1.2974,21.0,NEUTRO,49.5
00:57:19,1764302239.599512,TRADOORUSDT,2.019,18.7,NEUTRO,46.5
00:57:21,1764302241.084643,SQDUSDT,0.09486,48.9,NEUTRO,47.5
00:57:22,1764302242.540462,MUSDT,1.2959,21.0,NEUTRO,47.3
00:57:25,1764302245.466081,CLOUSDT,0.327,12.9,NEUTRO,40.1
00:57:26,1764302246.904669,TRADOORUSDT,2.017,18.7,NEUTRO,46.0
00:57:28,1764302248.34423,SQDUSDT,0.09482,48.9,NEUTRO,47.7
00:57:29,1764302249.837663,MUSDT,1.2969,21.0,NEUTRO,48.0
00:57:32,1764302252.72927,CLOUSDT,0.3267,12.9,NEUTRO,40.2
00:57:34,1764302254.209416,TRADOORUSDT,2.013,18.7,NEUTRO,46.5
00:57:35,1764302255.670318,SQDUSDT,0.09486,48.9,NEUTRO,47.7
00:57:37,1764302257.120673,MUSDT,1.298,21.0,NEUTRO,49.9
00:57:40,1764302260.045314,CLOUSDT,0.3261,12.9,NEUTRO,40.4
00:57:41,1764302261.495419,TRADOORUSDT,2.016,18.7,NEUTRO,46.0
00:57:42,1764302262.94532,SQDUSDT,0.09485,48.9,NEUTRO,48.0
00:57:44,1764302264.389227,MUSDT,1.298,21.0,NEUTRO,49.7
00:57:47,1764302267.261675,CLOUSDT,0.326,12.9,NEUTRO,40.8
00:57:48,1764302268.711716,TRADOORUSDT,2.019,18.7,NEUTRO,46.0
00:57:50,1764302270.149218,SQDUSDT,0.0946,48.9,NEUTRO,48.1
00:57:51,1764302271.589519,MUSDT,1.2978,21.0,NEUTRO,49.7
00:57:54,1764302274.466114,CLOUSDT,0.3258,12.9,NEUTRO,40.7
00:57:55,1764302275.917174,TRADOORUSDT,2.018,18.7,NEUTRO,45.8
00:57:57,1764302277.350335,SQDUSDT,0.09463,48.9,NEUTRO,48.0
00:57:58,1764302278.849509,MUSDT,1.2974,21.0,NEUTRO,48.8
00:58:01,1764302281.732657,CLOUSDT,0.3253,12.8,NEUTRO,40.4
00:58:03,1764302283.204068,TRADOORUSDT,2.018,18.7,NEUTRO,45.8
00:58:04,1764302284.651723,SQDUSDT,0.09442,48.9,NEUTRO,47.2
00:58:06,1764302286.087763,MUSDT,1.2978,21.0,NEUTRO,49.7
00:58:09,1764302289.007435,CLOUSDT,0.3259,12.8,NEUTRO,40.7
00:58:10,1764302290.450586,TRADOORUSDT,2.02,18.7,NEUTRO,46.2
00:58:11,1764302291.925697,SQDUSDT,0.09444,48.9,NEUTRO,46.6
00:58:13,1764302293.362714,MUSDT,1.2985,21.0,NEUTRO,49.9
00:58:16,1764302296.294946,CLOUSDT,0.3261,12.8,NEUTRO,40.4
00:58:17,1764302297.753538,TRADOORUSDT,2.026,18.7,NEUTRO,45.5
00:58:19,1764302299.190923,SQDUSDT,0.0944,48.9,NEUTRO,46.6
00:58:20,1764302300.665541,MUSDT,1.3027,21.0,NEUTRO,50.1
00:58:23,1764302303.53565,CLOUSDT,0.3261,12.8,NEUTRO,40.4
00:58:25,1764302305.006519,TRADOORUSDT,2.026,18.7,NEUTRO,45.5
00:58:26,1764302306.442941,SQDUSDT,0.0947,48.9,NEUTRO,47.4
00:58:27,1764302307.878091,MUSDT,1.3029,21.0,NEUTRO,50.0
00:58:30,1764302310.821058,CLOUSDT,0.3262,12.8,NEUTRO,40.4
00:58:32,1764302312.248199,TRADOORUSDT,2.027,18.7,NEUTRO,45.8
00:58:33,1764302313.728984,SQDUSDT,0.09486,48.9,NEUTRO,47.1
00:58:35,1764302315.178029,MUSDT,1.3016,21.0,NEUTRO,50.1
00:58:38,1764302318.127353,CLOUSDT,0.3262,12.8,NEUTRO,40.5
00:58:39,1764302319.561506,TRADOORUSDT,2.025,18.7,NEUTRO,45.9
00:58:40,1764302320.994579,SQDUSDT,0.09484,48.9,NEUTRO,47.0
00:58:42,1764302322.473844,MUSDT,1.3028,21.0,NEUTRO,49.6
00:58:45,1764302325.357339,CLOUSDT,0.3262,12.8,NEUTRO,40.4
00:58:46,1764302326.839183,TRADOORUSDT,2.024,18.7,NEUTRO,45.9
00:58:48,1764302328.271424,SQDUSDT,0.0945,48.9,NEUTRO,46.8
00:58:49,1764302329.707081,MUSDT,1.302,21.0,NEUTRO,49.6
00:58:52,1764302332.666087,CLOUSDT,0.3262,12.8,NEUTRO,40.4
00:58:54,1764302334.093217,TRADOORUSDT,2.024,18.7,NEUTRO,46.0
00:58:55,1764302335.572138,SQDUSDT,0.09439,48.9,NEUTRO,46.7
00:58:57,1764302337.003405,MUSDT,1.301,21.0,NEUTRO,48.9
00:58:59,1764302339.928194,CLOUSDT,0.3262,12.8,NEUTRO,40.4
00:59:01,1764302341.381599,TRADOORUSDT,2.019,18.7,NEUTRO,45.8
00:59:02,1764302342.860703,SQDUSDT,0.09437,48.9,NEUTRO,46.8
00:59:04,1764302344.354173,MUSDT,1.3007,21.0,NEUTRO,49.4
00:59:07,1764302347.212298,CLOUSDT,0.326,12.8,NEUTRO,40.6
00:59:08,1764302348.681852,TRADOORUSDT,2.018,18.7,NEUTRO,45.7
00:59:10,1764302350.130025,SQDUSDT,0.0945,48.9,NEUTRO,46.5
00:59:11,1764302351.566255,MUSDT,1.3047,21.0,NEUTRO,50.5
00:59:14,1764302354.500097,CLOUSDT,0.326,12.8,NEUTRO,40.7
00:59:15,1764302355.941823,TRADOORUSDT,2.021,18.7,NEUTRO,45.9
00:59:17,1764302357.396963,SQDUSDT,0.09454,48.9,NEUTRO,46.5
00:59:18,1764302358.843484,MUSDT,1.3062,21.0,NEUTRO,51.0
00:59:21,1764302361.749104,CLOUSDT,0.3259,12.8,NEUTRO,40.9
00:59:23,1764302363.191505,TRADOORUSDT,2.022,18.7,NEUTRO,46.3
00:59:24,1764302364.635426,SQDUSDT,0.09446,48.9,NEUTRO,45.9
00:59:26,1764302366.092357,MUSDT,1.3023,21.0,NEUTRO,50.4
00:59:28,1764302368.986058,CLOUSDT,0.3259,12.8,NEUTRO,41.0
00:59:30,1764302370.428792,TRADOORUSDT,2.014,18.7,NEUTRO,46.5
00:59:31,1764302371.884811,SQDUSDT,0.09424,48.9,NEUTRO,46.3
00:59:33,1764302373.358586,MUSDT,1.3046,21.0,NEUTRO,50.3
00:59:37,1764302377.700008,TRADOORUSDT,2.02,18.7,NEUTRO,46.5
00:59:39,1764302379.15379,SQDUSDT,0.09408,48.9,NEUTRO,45.4
00:59:40,1764302380.588818,MUSDT,1.3029,21.0,NEUTRO,50.5
00:59:44,1764302384.884644,TRADOORUSDT,2.018,18.7,NEUTRO,46.4
00:59:46,1764302386.316165,SQDUSDT,0.09409,48.9,NEUTRO,45.1
00:59:47,1764302387.753221,MUSDT,1.3018,21.0,NEUTRO,50.8
00:59:49,1764302389.216527,MERLUSDT,0.30014,16.5,NEUTRO,40.1
00:59:52,1764302392.105258,TRADOORUSDT,2.017,18.7,NEUTRO,46.1
00:59:53,1764302393.534613,SQDUSDT,0.09357,48.9,NEUTRO,43.8
00:59:54,1764302394.969003,MUSDT,1.3024,21.0,NEUTRO,50.4
00:59:56,1764302396.413677,MERLUSDT,0.29975,16.5,NEUTRO,41.7
00:59:59,1764302399.306182,TRADOORUSDT,2.015,18.7,NEUTRO,46.3
01:00:00,1764302400.895822,SQDUSDT,0.09374,48.9,NEUTRO,44.1
01:00:02,1764302402.354974,MUSDT,1.2957,21.0,NEUTRO,47.4
01:00:03,1764302403.815872,MERLUSDT,0.2993,16.5,NEUTRO,41.9
01:00:05,1764302405.244945,CLOUSDT,0.3255,12.7,NEUTRO,41.4
01:00:06,1764302406.684358,TRADOORUSDT,2.014,18.4,NEUTRO,42.2
01:00:08,1764302408.122016,SQDUSDT,0.09331,49.0,NEUTRO,35.1
01:00:09,1764302409.592121,MUSDT,1.2998,22.4,NEUTRO,48.8
01:00:12,1764302412.472077,CLOUSDT,0.3257,12.7,NEUTRO,41.3
01:00:13,1764302413.912248,TRADOORUSDT,2.014,18.4,NEUTRO,42.2
01:00:15,1764302415.358226,SQDUSDT,0.09271,49.0,NEUTRO,37.6
01:00:16,1764302416.846023,MUSDT,1.3009,22.4,NEUTRO,53.8
01:00:19,1764302419.734058,CLOUSDT,0.3249,12.7,NEUTRO,42.5
01:00:21,1764302421.189064,TRADOORUSDT,2.015,18.4,NEUTRO,42.4
01:00:22,1764302422.626796,SQDUSDT,0.093,49.0,NEUTRO,36.8
01:00:24,1764302424.062224,MUSDT,1.2979,22.4,NEUTRO,53.8
01:00:26,1764302426.977534,CLOUSDT,0.3252,12.7,NEUTRO,40.5
01:00:28,1764302428.448403,TRADOORUSDT,2.012,18.4,NEUTRO,42.9
01:00:29,1764302429.904642,SQDUSDT,0.09275,49.0,NEUTRO,37.2
01:00:31,1764302431.34855,MUSDT,1.2976,22.4,NEUTRO,53.8
01:00:34,1764302434.276406,CLOUSDT,0.3257,12.7,NEUTRO,41.1
01:00:35,1764302435.709555,TRADOORUSDT,2.019,18.4,NEUTRO,42.1
01:00:37,1764302437.161067,SQDUSDT,0.09257,49.0,NEUTRO,37.3
01:00:38,1764302438.633596,MUSDT,1.2962,22.4,NEUTRO,54.2
01:00:41,1764302441.530781,CLOUSDT,0.326,12.7,NEUTRO,40.3
01:00:42,1764302442.987688,TRADOORUSDT,2.026,18.4,NEUTRO,43.3
01:00:44,1764302444.427298,SQDUSDT,0.09257,49.0,NEUTRO,36.7
01:00:45,1764302445.871619,MUSDT,1.296,22.4,NEUTRO,53.6
01:00:48,1764302448.91609,CLOUSDT,0.3259,12.7,NEUTRO,40.6
01:00:50,1764302450.376123,TRADOORUSDT,2.023,18.4,NEUTRO,42.3
01:00:51,1764302451.85328,SQDUSDT,0.0927,49.0,NEUTRO,36.7
01:00:53,1764302453.303309,MUSDT,1.3006,22.4,NEUTRO,53.4
01:00:57,1764302457.643164,TRADOORUSDT,2.023,18.4,NEUTRO,42.3
01:00:59,1764302459.101439,SQDUSDT,0.09279,49.0,NEUTRO,36.4
01:01:00,1764302460.627956,MUSDT,1.2986,22.4,NEUTRO,53.3
01:01:04,1764302464.978498,TRADOORUSDT,2.016,18.4,NEUTRO,41.9
01:01:06,1764302466.416475,SQDUSDT,0.09177,49.0,NEUTRO,37.2
01:01:07,1764302467.868397,MUSDT,1.2969,22.4,NEUTRO,53.8
01:01:12,1764302472.192172,TRADOORUSDT,2.015,18.4,NEUTRO,42.2
01:01:13,1764302473.701299,SQDUSDT,0.09181,49.0,NEUTRO,37.2
01:01:15,1764302475.130445,MUSDT,1.2931,22.4,NEUTRO,54.9
01:01:19,1764302479.465474,TRADOORUSDT,2.013,18.4,NEUTRO,42.9
01:01:20,1764302480.901176,SQDUSDT,0.09211,49.0,NEUTRO,36.6
01:01:22,1764302482.376111,MUSDT,1.2952,22.4,NEUTRO,54.5
01:01:26,1764302486.732908,TRADOORUSDT,2.014,18.4,NEUTRO,42.3
01:01:28,1764302488.203214,SQDUSDT,0.09219,49.0,NEUTRO,35.2
01:01:29,1764302489.638869,MUSDT,1.2909,22.4,NEUTRO,53.9
01:01:33,1764302493.998733,TRADOORUSDT,2.013,18.4,NEUTRO,42.8
01:01:35,1764302495.471519,SQDUSDT,0.0924,49.0,NEUTRO,35.5
01:01:36,1764302496.943855,MUSDT,1.2893,22.4,NEUTRO,52.8
01:01:41,1764302501.271631,TRADOORUSDT,2.015,18.4,NEUTRO,42.2
01:01:42,1764302502.702809,SQDUSDT,0.09249,49.0,NEUTRO,35.6
01:01:44,1764302504.186254,MUSDT,1.2878,22.2,NEUTRO,53.2
01:01:48,1764302508.582297,TRADOORUSDT,2.013,18.4,NEUTRO,42.5
01:01:50,1764302510.018989,SQDUSDT,0.09306,49.0,NEUTRO,36.8
01:01:51,1764302511.447651,MUSDT,1.2863,22.2,NEUTRO,50.9
01:01:55,1764302515.821121,TRADOORUSDT,2.008,18.3,NEUTRO,40.4
01:01:57,1764302517.298948,SQDUSDT,0.09297,49.0,NEUTRO,37.2
01:01:58,1764302518.735482,MUSDT,1.2808,21.9,NEUTRO,48.0
01:02:01,1764302521.634026,CLOUSDT,0.3217,11.9,NEUTRO,41.1
01:02:03,1764302523.074023,TRADOORUSDT,2.007,18.3,NEUTRO,40.6
01:02:04,1764302524.508919,SQDUSDT,0.093,49.0,NEUTRO,37.3
01:02:05,1764302525.979834,MUSDT,1.2846,21.9,NEUTRO,48.3
01:02:10,1764302530.372485,TRADOORUSDT,2.005,18.3,NEUTRO,40.4
01:02:11,1764302531.809101,SQDUSDT,0.09093,49.0,NEUTRO,35.3
01:02:13,1764302533.251184,MUSDT,1.2886,21.9,NEUTRO,51.3
01:02:16,1764302536.187192,CLOUSDT,0.3217,11.9,NEUTRO,41.5
01:02:17,1764302537.635953,TRADOORUSDT,2.003,18.3,NEUTRO,40.4
01:02:19,1764302539.120815,SQDUSDT,0.09041,48.8,NEUTRO,34.6
01:02:20,1764302540.566777,MUSDT,1.2882,21.9,NEUTRO,51.3
01:02:23,1764302543.493662,CLOUSDT,0.3211,11.9,NEUTRO,40.2
01:02:24,1764302544.953367,TRADOORUSDT,1.998,18.1,NEUTRO,40.7
01:02:26,1764302546.38902,SQDUSDT,0.09014,48.3,NEUTRO,37.5
01:02:27,1764302547.923854,MUSDT,1.287,21.9,NEUTRO,50.2
01:02:30,1764302550.799862,CLOUSDT,0.3215,11.9,NEUTRO,41.8
01:02:32,1764302552.284342,TRADOORUSDT,2.001,18.1,NEUTRO,40.6
01:02:33,1764302553.742897,SQDUSDT,0.08977,48.3,NEUTRO,36.9
01:02:35,1764302555.190057,MUSDT,1.2827,21.9,NEUTRO,47.0
01:02:38,1764302558.119393,CLOUSDT,0.3214,11.9,NEUTRO,41.9
01:02:39,1764302559.549547,TRADOORUSDT,2.0,18.1,NEUTRO,40.6
01:02:41,1764302561.025206,SQDUSDT,0.08999,48.3,NEUTRO,37.2
01:02:42,1764302562.474139,MUSDT,1.2831,21.9,NEUTRO,47.5
01:02:45,1764302565.352927,CLOUSDT,0.3215,11.9,NEUTRO,41.7
01:02:46,1764302566.809704,TRADOORUSDT,1.997,18.1,NEUTRO,41.1
01:02:48,1764302568.243295,SQDUSDT,0.09002,48.3,NEUTRO,37.4
01:02:49,1764302569.705839,MUSDT,1.2775,21.8,NEUTRO,46.8
01:02:52,1764302572.57878,CLOUSDT,0.3218,11.9,NEUTRO,41.5
01:02:54,1764302574.009731,TRADOORUSDT,1.998,18.1,NEUTRO,40.8
01:02:55,1764302575.446866,SQDUSDT,0.09006,48.3,NEUTRO,37.1
01:02:56,1764302576.877008,MUSDT,1.2775,21.8,NEUTRO,47.7
01:02:59,1764302579.76004,CLOUSDT,0.3217,11.9,NEUTRO,41.1
01:03:01,1764302581.190758,TRADOORUSDT,2.001,18.1,NEUTRO,40.8
01:03:02,1764302582.633592,SQDUSDT,0.08967,48.3,NEUTRO,38.2
01:03:04,1764302584.064096,MUSDT,1.277,21.8,NEUTRO,48.2
01:03:06,1764302586.934084,CLOUSDT,0.3213,11.9,NEUTRO,41.5
01:03:08,1764302588.376083,TRADOORUSDT,2.003,18.1,NEUTRO,40.7
01:03:09,1764302589.819385,SQDUSDT,0.0894,48.1,NEUTRO,40.0
01:03:11,1764302591.261523,MUSDT,1.2746,21.7,NEUTRO,47.6
01:03:15,1764302595.596096,TRADOORUSDT,2.002,18.1,NEUTRO,40.6
01:03:17,1764302597.036081,SQDUSDT,0.08827,47.9,NEUTRO,37.3
01:03:18,1764302598.470478,MUSDT,1.2766,21.7,NEUTRO,47.1
01:03:22,1764302602.809286,TRADOORUSDT,2.001,18.1,NEUTRO,40.8
01:03:24,1764302604.258328,SQDUSDT,0.08802,47.2,NEUTRO,37.7
01:03:25,1764302605.691274,MUSDT,1.279,21.7,NEUTRO,46.4
01:03:30,1764302610.061258,TRADOORUSDT,2.004,18.1,NEUTRO,40.7
01:03:31,1764302611.611553,SQDUSDT,0.08722,47.2,NEUTRO,43.0
01:03:33,1764302613.059799,MUSDT,1.2783,21.7,NEUTRO,46.6
01:03:37,1764302617.360104,TRADOORUSDT,2.003,18.1,NEUTRO,40.9
01:03:38,1764302618.809925,SQDUSDT,0.08635,47.1,NEUTRO,42.8
01:03:40,1764302620.269384,MUSDT,1.2796,21.7,NEUTRO,46.1
01:03:44,1764302624.618109,TRADOORUSDT,2.008,18.1,NEUTRO,41.1
01:03:46,1764302626.056363,SQDUSDT,0.08667,47.1,NEUTRO,42.4
01:03:47,1764302627.488135,MUSDT,1.2778,21.7,NEUTRO,47.1
01:03:51,1764302631.847232,TRADOORUSDT,2.012,18.1,NEUTRO,43.0
01:03:53,1764302633.337495,SQDUSDT,0.08623,47.1,NEUTRO,43.0
01:03:54,1764302634.780511,MUSDT,1.2786,21.7,NEUTRO,46.7
01:03:59,1764302639.159976,TRADOORUSDT,1.998,18.1,NEUTRO,40.3
01:04:00,1764302640.595418,SQDUSDT,0.0854,46.7,NEUTRO,39.6
01:04:02,1764302642.096342,MUSDT,1.2785,21.7,NEUTRO,46.3
01:04:06,1764302646.434715,TRADOORUSDT,2.001,18.1,NEUTRO,41.6
01:04:07,1764302647.875791,SQDUSDT,0.08686,46.7,NEUTRO,41.4
01:04:09,1764302649.31493,MUSDT,1.2794,21.7,NEUTRO,46.5
01:04:13,1764302653.672814,TRADOORUSDT,2.002,18.1,NEUTRO,41.0
01:04:15,1764302655.149225,SQDUSDT,0.0864,46.7,NEUTRO,42.0
01:04:16,1764302656.588036,MUSDT,1.2808,21.7,NEUTRO,47.2
01:04:20,1764302660.963303,TRADOORUSDT,2.003,18.1,NEUTRO,41.2
01:04:22,1764302662.402448,SQDUSDT,0.08703,46.7,NEUTRO,38.2
01:04:23,1764302663.907901,MUSDT,1.2805,21.7,NEUTRO,47.1
01:04:28,1764302668.315597,TRADOORUSDT,2.003,18.1,NEUTRO,41.4
01:04:29,1764302669.759472,SQDUSDT,0.08722,46.7,NEUTRO,41.9
01:04:31,1764302671.199263,MUSDT,1.2823,21.7,NEUTRO,49.5
01:04:35,1764302675.625591,TRADOORUSDT,2.002,18.1,NEUTRO,41.2
01:04:37,1764302677.179616,SQDUSDT,0.08617,46.7,NEUTRO,40.6
01:04:38,1764302678.622393,MUSDT,1.2813,21.7,NEUTRO,47.6
01:04:41,1764302681.583807,CLOUSDT,0.3194,11.9,NEUTRO,40.6
01:04:43,1764302683.049728,TRADOORUSDT,2.004,18.1,NEUTRO,41.0
01:04:44,1764302684.489238,SQDUSDT,0.08665,46.7,NEUTRO,41.5
01:04:45,1764302685.988125,MUSDT,1.281,21.7,NEUTRO,47.5
01:04:48,1764302688.890352,CLOUSDT,0.3195,11.9,NEUTRO,40.6
01:04:50,1764302690.3727,TRADOORUSDT,2.003,18.1,NEUTRO,41.3
01:04:51,1764302691.830244,SQDUSDT,0.08695,46.7,NEUTRO,42.2
01:04:53,1764302693.265731,MUSDT,1.2806,21.7,NEUTRO,47.3
01:04:56,1764302696.18491,CLOUSDT,0.3198,11.9,NEUTRO,40.1
01:04:57,1764302697.639717,TRADOORUSDT,2.006,18.1,NEUTRO,41.1
01:04:59,1764302699.111361,SQDUSDT,0.08719,46.7,NEUTRO,42.1
01:05:00,1764302700.559734,MUSDT,1.2794,21.7,NEUTRO,46.4
01:05:03,1764302703.519485,CLOUSDT,0.3191,11.9,NEUTRO,40.3
01:05:05,1764302705.23534,TRADOORUSDT,2.009,18.1,NEUTRO,42.4
01:05:06,1764302706.674292,SQDUSDT,0.08772,46.7,NEUTRO,41.6
01:05:08,1764302708.130013,MUSDT,1.2761,21.7,NEUTRO,46.8
01:05:12,1764302712.450577,TRADOORUSDT,2.016,18.1,NEUTRO,44.0
01:05:13,1764302713.899261,SQDUSDT,0.08841,46.7,NEUTRO,40.5
01:05:15,1764302715.332682,MUSDT,1.2758,21.7,NEUTRO,46.2
01:05:18,1764302718.180446,CLOUSDT,0.3191,11.9,NEUTRO,40.2
01:05:19,1764302719.624885,TRADOORUSDT,2.016,18.1,NEUTRO,43.7
01:05:21,1764302721.087552,SQDUSDT,0.08905,46.7,NEUTRO,42.1
01:05:22,1764302722.51983,MUSDT,1.2739,21.7,NEUTRO,45.7
01:05:26,1764302726.869578,TRADOORUSDT,2.02,18.1,NEUTRO,44.1
01:05:28,1764302728.335918,SQDUSDT,0.08898,46.7,NEUTRO,42.5
01:05:29,1764302729.85857,MUSDT,1.2731,21.7,NEUTRO,45.9
01:05:34,1764302734.231275,TRADOORUSDT,2.021,18.1,NEUTRO,46.8
01:05:35,1764302735.681301,SQDUSDT,0.08889,46.7,NEUTRO,41.4
01:05:37,1764302737.115665,MUSDT,1.2736,21.6,NEUTRO,46.5
01:05:41,1764302741.54696,TRADOORUSDT,2.02,18.1,NEUTRO,47.4
01:05:43,1764302743.00705,SQDUSDT,0.0891,46.7,NEUTRO,42.1
01:05:44,1764302744.436635,MUSDT,1.2736,21.6,NEUTRO,46.6
01:05:48,1764302748.748002,TRADOORUSDT,2.023,18.1,NEUTRO,47.5
01:05:50,1764302750.189816,SQDUSDT,0.0891,46.7,NEUTRO,42.0
01:05:51,1764302751.666824,MUSDT,1.2721,21.6,NEUTRO,47.5
01:05:56,1764302756.01701,TRADOORUSDT,2.024,18.1,NEUTRO,47.9
01:05:57,1764302757.448098,SQDUSDT,0.08954,46.7,NEUTRO,42.4
01:05:58,1764302758.918909,MUSDT,1.2734,21.6,NEUTRO,46.5
01:06:03,1764302763.343827,TRADOORUSDT,2.032,18.1,NEUTRO,47.0
01:06:04,1764302764.817803,SQDUSDT,0.08945,46.7,NEUTRO,41.9
01:06:06,1764302766.258313,MUSDT,1.2763,21.6,NEUTRO,46.4
01:06:07,1764302767.694284,MERLUSDT,0.30721,16.9,NEUTRO,41.1
01:06:10,1764302770.617007,TRADOORUSDT,2.039,18.1,NEUTRO,45.8
01:06:12,1764302772.069709,SQDUSDT,0.08903,46.7,NEUTRO,41.5
01:06:13,1764302773.675732,MUSDT,1.2762,21.6,NEUTRO,46.4
01:06:15,1764302775.143816,MERLUSDT,0.30703,16.9,NEUTRO,42.0
01:06:18,1764302778.020576,TRADOORUSDT,2.027,18.1,NEUTRO,47.9
01:06:19,1764302779.487537,SQDUSDT,0.08916,46.7,NEUTRO,41.4
01:06:20,1764302780.94055,MUSDT,1.2831,21.6,NEUTRO,47.2
01:06:22,1764302782.425378,MERLUSDT,0.30734,16.9,NEUTRO,42.0
01:06:25,1764302785.29484,TRADOORUSDT,2.023,18.1,NEUTRO,46.7
01:06:26,1764302786.783434,SQDUSDT,0.08904,46.7,NEUTRO,41.4
01:06:28,1764302788.223188,MUSDT,1.2842,21.6,NEUTRO,47.9
01:06:29,1764302789.667088,MERLUSDT,0.30766,16.9,NEUTRO,42.4
01:06:32,1764302792.602861,TRADOORUSDT,2.026,18.1,NEUTRO,47.2
01:06:34,1764302794.04008,SQDUSDT,0.08922,46.7,NEUTRO,41.6
01:06:35,1764302795.531436,MUSDT,1.2874,21.6,NEUTRO,47.8
01:06:36,1764302796.964474,MERLUSDT,0.30823,17.0,NEUTRO,41.8
01:06:39,1764302799.894849,TRADOORUSDT,2.026,18.1,NEUTRO,46.8
01:06:41,1764302801.321841,SQDUSDT,0.08895,46.7,NEUTRO,40.9
01:06:42,1764302802.773119,MUSDT,1.2888,21.6,NEUTRO,48.0
01:06:44,1764302804.258152,MERLUSDT,0.30789,17.1,NEUTRO,42.0
01:06:47,1764302807.195202,TRADOORUSDT,2.022,18.1,NEUTRO,46.4
01:06:48,1764302808.700279,SQDUSDT,0.08901,46.7,NEUTRO,40.9
01:06:50,1764302810.13371,MUSDT,1.2892,21.6,NEUTRO,48.3
01:06:51,1764302811.594433,MERLUSDT,0.30781,17.1,NEUTRO,42.4
01:06:54,1764302814.532398,TRADOORUSDT,2.02,18.1,NEUTRO,46.0
01:06:55,1764302815.977028,SQDUSDT,0.08875,46.7,NEUTRO,39.7
01:06:57,1764302817.457918,MUSDT,1.2884,21.6,NEUTRO,47.9
01:06:58,1764302818.895682,MERLUSDT,0.30788,17.1,NEUTRO,42.9
01:07:01,1764302821.841975,TRADOORUSDT,2.017,18.1,NEUTRO,46.0
01:07:03,1764302823.280802,SQDUSDT,0.08897,46.7,NEUTRO,40.7
01:07:04,1764302824.729653,MUSDT,1.2888,21.6,NEUTRO,47.8
01:07:06,1764302826.220621,MERLUSDT,0.309,17.1,NEUTRO,44.6
01:07:09,1764302829.105715,TRADOORUSDT,2.027,18.1,NEUTRO,46.4
01:07:10,1764302830.61351,SQDUSDT,0.0897,46.7,NEUTRO,40.6
01:07:12,1764302832.046789,MUSDT,1.2899,21.6,NEUTRO,47.4
01:07:13,1764302833.480375,MERLUSDT,0.3099,17.2,NEUTRO,44.2
01:07:16,1764302836.436877,TRADOORUSDT,2.023,18.1,NEUTRO,45.8
01:07:17,1764302837.867358,SQDUSDT,0.08948,46.7,NEUTRO,40.6
01:07:19,1764302839.354168,MUSDT,1.2907,21.6,NEUTRO,47.6
01:07:20,1764302840.787691,MERLUSDT,0.3096,17.2,NEUTRO,44.3
01:07:23,1764302843.737134,TRADOORUSDT,2.023,18.1,NEUTRO,46.1
01:07:25,1764302845.226074,SQDUSDT,0.08952,46.7,NEUTRO,40.6
01:07:26,1764302846.677082,MUSDT,1.2921,21.6,NEUTRO,47.2
01:07:28,1764302848.198963,MERLUSDT,0.30933,17.2,NEUTRO,43.8
01:07:31,1764302851.088289,TRADOORUSDT,2.025,18.1,NEUTRO,46.0
01:07:32,1764302852.649745,SQDUSDT,0.08957,46.7,NEUTRO,40.4
01:07:34,1764302854.105755,MUSDT,1.29,21.6,NEUTRO,47.0
01:07:35,1764302855.557912,MERLUSDT,0.31028,17.3,NEUTRO,44.3
01:07:37,1764302857.039174,CLOUSDT,0.3198,11.9,NEUTRO,40.1
01:07:38,1764302858.484363,TRADOORUSDT,2.025,18.1,NEUTRO,46.0
01:07:39,1764302859.958968,SQDUSDT,0.08981,46.7,NEUTRO,40.2
01:07:41,1764302861.443809,MUSDT,1.2909,21.6,NEUTRO,46.9
01:07:42,1764302862.884466,MERLUSDT,0.31158,17.3,NEUTRO,45.0
01:07:45,1764302865.808613,TRADOORUSDT,2.027,18.1,NEUTRO,46.3
01:07:47,1764302867.243597,SQDUSDT,0.08987,46.7,NEUTRO,40.5
01:07:48,1764302868.685133,MUSDT,1.2926,21.6,NEUTRO,47.0
01:07:50,1764302870.184019,MERLUSDT,0.31103,17.3,NEUTRO,42.9
01:07:51,1764302871.631458,CLOUSDT,0.3191,11.9,NEUTRO,41.2
01:07:53,1764302873.082795,TRADOORUSDT,2.027,18.1,NEUTRO,45.9
01:07:54,1764302874.555458,SQDUSDT,0.08996,46.7,NEUTRO,40.5
01:07:56,1764302876.008773,MUSDT,1.2897,21.6,NEUTRO,46.8
01:07:57,1764302877.440928,MERLUSDT,0.3108,17.3,NEUTRO,42.9
01:07:58,1764302878.937177,CLOUSDT,0.3186,12.0,NEUTRO,41.5
01:08:00,1764302880.386633,TRADOORUSDT,2.029,18.1,NEUTRO,45.4
01:08:01,1764302881.830855,SQDUSDT,0.08954,46.7,NEUTRO,40.4
01:08:03,1764302883.304598,MUSDT,1.2848,21.6,NEUTRO,48.1
