data,par,preco,adx,sinal,confianca
23:34:21,1764297261.712574,CLOUSDT,0.3137,11.8,NEUTRO,44.3
23:34:23,1764297263.155905,SQDUSDT,0.09513,42.4,NEUTRO,49.6
23:34:24,1764297264.582935,YALAUSDT,0.04669,21.5,NEUTRO,43.5
23:34:27,1764297267.507104,TRADOORUSDT,2.043,18.1,NEUTRO,42.4
23:34:28,1764297268.947939,CLOUSDT,0.3142,11.8,NEUTRO,45.3
23:34:30,1764297270.460411,SQDUSDT,0.09513,42.4,NEUTRO,49.1
23:34:31,1764297271.899618,YALAUSDT,0.04663,21.5,NEUTRO,43.2
23:34:34,1764297274.803831,TRADOORUSDT,2.046,18.1,NEUTRO,41.8
23:34:36,1764297276.238903,CLOUSDT,0.3146,11.8,NEUTRO,45.6
23:34:37,1764297277.675422,SQDUSDT,0.09477,42.4,NEUTRO,48.7
23:34:39,1764297279.168343,YALAUSDT,0.04664,21.5,NEUTRO,43.4
23:34:42,1764297282.050725,TRADOORUSDT,2.047,18.1,NEUTRO,41.9
23:34:43,1764297283.544451,CLOUSDT,0.3147,11.8,NEUTRO,45.6
23:34:44,1764297284.978533,SQDUSDT,0.09469,42.4,NEUTRO,47.5
23:34:46,1764297286.400073,YALAUSDT,0.04663,21.5,NEUTRO,43.0
23:34:49,1764297289.366833,TRADOORUSDT,2.049,18.1,NEUTRO,41.6
23:34:50,1764297290.812232,CLOUSDT,0.3145,11.8,NEUTRO,45.8
23:34:52,1764297292.323786,SQDUSDT,0.09465,42.4,NEUTRO,47.7
23:34:53,1764297293.768796,YALAUSDT,0.04663,21.5,NEUTRO,43.0
23:34:56,1764297296.734825,TRADOORUSDT,2.05,18.1,NEUTRO,41.8
23:34:58,1764297298.176056,CLOUSDT,0.3147,11.8,NEUTRO,45.7
23:34:59,1764297299.619798,SQDUSDT,0.09396,42.4,NEUTRO,47.5
23:35:01,1764297301.170638,YALAUSDT,0.04663,21.5,NEUTRO,42.6
23:35:04,1764297304.075023,TRADOORUSDT,2.046,18.1,NEUTRO,41.8
23:35:05,1764297305.555942,CLOUSDT,0.3148,11.8,NEUTRO,44.0
23:35:07,1764297307.066906,SQDUSDT,0.09483,42.4,NEUTRO,46.9
23:35:08,1764297308.540002,YALAUSDT,0.04668,21.5,NEUTRO,39.7
23:35:11,1764297311.451905,TRADOORUSDT,2.044,18.1,NEUTRO,42.5
23:35:12,1764297312.905843,CLOUSDT,0.3149,11.8,NEUTRO,41.4
23:35:14,1764297314.39774,SQDUSDT,0.09492,42.4,NEUTRO,47.0
23:35:15,1764297315.838585,YALAUSDT,0.04687,21.5,NEUTRO,38.0
23:35:18,1764297318.7127,TRADOORUSDT,2.05,18.1,NEUTRO,41.5
23:35:20,1764297320.144451,CLOUSDT,0.3146,11.8,NEUTRO,45.7
23:35:21,1764297321.59977,SQDUSDT,0.09495,42.4,NEUTRO,46.7
23:35:23,1764297323.075826,YALAUSDT,0.04688,21.5,NEUTRO,38.0
23:35:25,1764297325.965754,TRADOORUSDT,2.055,18.1,NEUTRO,41.4
23:35:27,1764297327.414486,CLOUSDT,0.3148,11.8,NEUTRO,41.4
23:35:28,1764297328.861743,SQDUSDT,0.09509,42.4,NEUTRO,46.9
23:35:30,1764297330.304429,YALAUSDT,0.04688,21.5,NEUTRO,38.4
23:35:33,1764297333.224031,TRADOORUSDT,2.058,18.1,NEUTRO,42.3
23:35:34,1764297334.658919,CLOUSDT,0.3152,11.8,NEUTRO,42.0
23:35:36,1764297336.172359,SQDUSDT,0.09464,42.4,NEUTRO,46.6
23:35:37,1764297337.617056,YALAUSDT,0.04688,21.5,NEUTRO,38.3
23:35:40,1764297340.516908,TRADOORUSDT,2.064,18.2,NEUTRO,43.1
23:35:41,1764297341.95128,CLOUSDT,0.3152,11.8,NEUTRO,41.7
23:35:43,1764297343.392221,SQDUSDT,0.09512,42.4,NEUTRO,46.8
23:35:44,1764297344.862316,YALAUSDT,0.04691,21.5,NEUTRO,38.2
23:35:47,1764297347.723905,TRADOORUSDT,2.069,18.2,NEUTRO,45.2
23:35:50,1764297350.637912,SQDUSDT,0.09488,42.4,NEUTRO,46.9
23:35:52,1764297352.077521,YALAUSDT,0.04684,21.5,NEUTRO,39.5
23:35:54,1764297354.990432,TRADOORUSDT,2.084,18.8,NEUTRO,52.4
23:35:56,1764297356.42302,CLOUSDT,0.3172,11.9,NEUTRO,40.0
23:35:57,1764297357.910865,SQDUSDT,0.09501,42.4,NEUTRO,47.1
23:35:59,1764297359.344782,YALAUSDT,0.04685,21.5,NEUTRO,39.4
23:36:02,1764297362.266718,TRADOORUSDT,2.079,18.8,NEUTRO,52.2
23:36:03,1764297363.709259,CLOUSDT,0.3173,11.9,NEUTRO,40.3
23:36:05,1764297365.209813,SQDUSDT,0.09478,42.4,NEUTRO,46.5
23:36:06,1764297366.690029,YALAUSDT,0.04683,21.5,NEUTRO,39.5
23:36:09,1764297369.59037,TRADOORUSDT,2.081,18.8,NEUTRO,52.3
23:36:12,1764297372.511157,SQDUSDT,0.09505,42.4,NEUTRO,46.7
23:36:13,1764297373.965987,YALAUSDT,0.04683,21.5,NEUTRO,39.5
23:36:16,1764297376.845249,TRADOORUSDT,2.092,18.8,NEUTRO,51.8
23:36:19,1764297379.74029,SQDUSDT,0.0954,42.4,NEUTRO,46.3
23:36:21,1764297381.192931,YALAUSDT,0.04685,21.5,NEUTRO,39.9
23:36:24,1764297384.091857,TRADOORUSDT,2.091,18.8,NEUTRO,51.9
23:36:26,1764297386.998616,SQDUSDT,0.09553,42.4,NEUTRO,45.7
23:36:28,1764297388.487911,YALAUSDT,0.04683,21.5,NEUTRO,39.6
23:36:31,1764297391.417622,TRADOORUSDT,2.095,18.8,NEUTRO,50.4
23:36:34,1764297394.307463,SQDUSDT,0.09569,42.4,NEUTRO,45.4
23:36:35,1764297395.75818,YALAUSDT,0.04686,21.5,NEUTRO,39.1
23:36:38,1764297398.64853,TRADOORUSDT,2.098,18.8,NEUTRO,49.5
23:36:40,1764297400.089649,CLOUSDT,0.3167,11.9,NEUTRO,40.7
23:36:41,1764297401.549003,SQDUSDT,0.09546,42.5,NEUTRO,45.2
23:36:42,1764297402.999238,YALAUSDT,0.04684,21.5,NEUTRO,38.7
23:36:45,1764297405.903541,TRADOORUSDT,2.087,18.8,NEUTRO,51.8
23:36:48,1764297408.78646,SQDUSDT,0.09516,42.5,NEUTRO,45.1
23:36:50,1764297410.250172,YALAUSDT,0.04694,21.5,NEUTRO,37.8
23:36:53,1764297413.148625,TRADOORUSDT,2.081,18.8,NEUTRO,51.5
23:36:54,1764297414.59373,CLOUSDT,0.3166,11.9,NEUTRO,40.6
23:36:56,1764297416.040481,SQDUSDT,0.09523,42.5,NEUTRO,45.0
23:36:57,1764297417.476404,YALAUSDT,0.047,21.5,NEUTRO,37.9
23:37:00,1764297420.441853,TRADOORUSDT,2.08,18.8,NEUTRO,51.5
23:37:03,1764297423.310423,SQDUSDT,0.09515,42.5,NEUTRO,45.0
23:37:04,1764297424.746638,YALAUSDT,0.04698,21.5,NEUTRO,37.9
23:37:07,1764297427.635661,TRADOORUSDT,2.081,18.8,NEUTRO,51.5
23:37:09,1764297429.066136,CLOUSDT,0.3167,11.9,NEUTRO,40.7
23:37:10,1764297430.507004,SQDUSDT,0.095,42.5,NEUTRO,44.9
23:37:12,1764297432.009641,YALAUSDT,0.04705,21.5,NEUTRO,38.0
23:37:14,1764297434.872861,TRADOORUSDT,2.078,18.8,NEUTRO,50.6
23:37:17,1764297437.783038,SQDUSDT,0.09514,42.5,NEUTRO,45.1
23:37:19,1764297439.222555,YALAUSDT,0.04693,21.5,NEUTRO,38.1
23:37:22,1764297442.177669,TRADOORUSDT,2.078,18.8,NEUTRO,49.9
23:37:23,1764297443.623549,CLOUSDT,0.316,11.9,NEUTRO,43.1
23:37:25,1764297445.097864,SQDUSDT,0.09505,42.5,NEUTRO,44.9
23:37:26,1764297446.557857,YALAUSDT,0.04686,21.5,NEUTRO,39.5
23:37:29,1764297449.452011,TRADOORUSDT,2.084,18.8,NEUTRO,51.1
23:37:30,1764297450.890659,CLOUSDT,0.3161,11.9,NEUTRO,43.0
23:37:32,1764297452.324564,SQDUSDT,0.09514,42.5,NEUTRO,44.9
23:37:33,1764297453.845915,YALAUSDT,0.04687,21.5,NEUTRO,39.1
23:37:36,1764297456.737962,TRADOORUSDT,2.08,18.8,NEUTRO,50.6
23:37:38,1764297458.184158,CLOUSDT,0.3157,11.9,NEUTRO,42.3
23:37:39,1764297459.626155,SQDUSDT,0.09506,42.5,NEUTRO,44.8
23:37:41,1764297461.079687,YALAUSDT,0.04686,21.5,NEUTRO,39.4
23:37:43,1764297463.982107,TRADOORUSDT,2.085,18.8,NEUTRO,50.4
23:37:45,1764297465.416163,CLOUSDT,0.3151,11.9,NEUTRO,41.5
23:37:46,1764297466.871822,SQDUSDT,0.09524,42.5,NEUTRO,44.9
23:37:48,1764297468.324103,YALAUSDT,0.04683,21.5,NEUTRO,39.1
23:37:51,1764297471.20987,TRADOORUSDT,2.092,18.8,NEUTRO,50.0
23:37:52,1764297472.664011,CLOUSDT,0.3148,11.9,NEUTRO,41.8
23:37:54,1764297474.108617,SQDUSDT,0.09502,42.5,NEUTRO,44.8
23:37:55,1764297475.556595,YALAUSDT,0.0469,21.5,NEUTRO,38.8
23:37:58,1764297478.426355,TRADOORUSDT,2.094,18.8,NEUTRO,49.4
23:37:59,1764297479.881862,CLOUSDT,0.3151,11.9,NEUTRO,41.2
23:38:01,1764297481.318576,SQDUSDT,0.09486,42.5,NEUTRO,44.8
23:38:02,1764297482.761615,YALAUSDT,0.04693,21.5,NEUTRO,38.4
23:38:05,1764297485.654631,TRADOORUSDT,2.1,18.8,NEUTRO,48.2
23:38:07,1764297487.095275,CLOUSDT,0.3147,11.9,NEUTRO,41.8
23:38:08,1764297488.586719,SQDUSDT,0.09481,42.5,NEUTRO,44.8
23:38:10,1764297490.048433,YALAUSDT,0.04704,21.5,NEUTRO,37.8
23:38:12,1764297492.922844,TRADOORUSDT,2.133,19.2,NEUTRO,48.7
23:38:14,1764297494.358743,CLOUSDT,0.3145,11.9,NEUTRO,45.0
23:38:15,1764297495.794681,SQDUSDT,0.09452,42.5,NEUTRO,44.6
23:38:17,1764297497.273857,YALAUSDT,0.04697,21.5,NEUTRO,37.5
23:38:20,1764297500.153175,TRADOORUSDT,2.16,19.8,NEUTRO,47.7
23:38:21,1764297501.669618,CLOUSDT,0.3137,11.9,NEUTRO,45.1
23:38:23,1764297503.113075,SQDUSDT,0.09473,42.5,NEUTRO,44.8
23:38:24,1764297504.554142,YALAUSDT,0.04686,21.5,NEUTRO,39.2
23:38:27,1764297507.485513,TRADOORUSDT,2.146,19.8,NEUTRO,49.3
23:38:28,1764297508.947975,CLOUSDT,0.3147,11.9,NEUTRO,42.5
23:38:30,1764297510.438665,SQDUSDT,0.09373,42.5,NEUTRO,44.8
23:38:31,1764297511.881581,YALAUSDT,0.04692,21.5,NEUTRO,38.2
23:38:34,1764297514.796979,TRADOORUSDT,2.136,19.8,NEUTRO,47.4
23:38:36,1764297516.244134,CLOUSDT,0.3147,11.9,NEUTRO,42.5
23:38:37,1764297517.678559,SQDUSDT,0.09379,42.5,NEUTRO,45.1
23:38:39,1764297519.170756,YALAUSDT,0.04696,21.5,NEUTRO,37.4
23:38:42,1764297522.041336,TRADOORUSDT,2.131,19.8,NEUTRO,46.7
23:38:43,1764297523.505851,CLOUSDT,0.315,11.9,NEUTRO,41.4
23:38:44,1764297524.956584,SQDUSDT,0.09403,42.5,NEUTRO,45.0
23:38:46,1764297526.392166,YALAUSDT,0.04693,21.5,NEUTRO,37.9
23:38:49,1764297529.28306,TRADOORUSDT,2.13,19.8,NEUTRO,46.6
23:38:50,1764297530.719304,CLOUSDT,0.3147,11.9,NEUTRO,42.7
23:38:52,1764297532.190276,SQDUSDT,0.0943,42.5,NEUTRO,45.1
23:38:53,1764297533.629028,YALAUSDT,0.04694,21.5,NEUTRO,37.8
23:38:56,1764297536.5341,TRADOORUSDT,2.124,19.8,NEUTRO,46.8
23:38:58,1764297538.000366,CLOUSDT,0.3149,11.9,NEUTRO,41.9
23:38:59,1764297539.456601,SQDUSDT,0.09422,42.5,NEUTRO,45.0
23:39:00,1764297540.924478,YALAUSDT,0.04698,21.5,NEUTRO,37.4
23:39:02,1764297542.363814,MERLUSDT,0.29347,11.5,NEUTRO,40.4
23:39:03,1764297543.802815,TRADOORUSDT,2.136,19.8,NEUTRO,46.9
23:39:05,1764297545.277848,CLOUSDT,0.3149,11.9,NEUTRO,42.0
23:39:06,1764297546.723278,SQDUSDT,0.09409,42.5,NEUTRO,44.7
23:39:08,1764297548.177986,YALAUSDT,0.04694,21.5,NEUTRO,37.5
23:39:09,1764297549.679529,MERLUSDT,0.29266,11.5,NEUTRO,41.3
23:39:11,1764297551.105614,TRADOORUSDT,2.127,19.8,NEUTRO,47.6
23:39:12,1764297552.535345,CLOUSDT,0.3149,11.9,NEUTRO,41.7
23:39:14,1764297554.028021,SQDUSDT,0.09418,42.5,NEUTRO,44.4
23:39:15,1764297555.471317,YALAUSDT,0.04694,21.5,NEUTRO,37.6
23:39:16,1764297556.913962,MERLUSDT,0.29231,11.5,NEUTRO,41.5
23:39:18,1764297558.372633,TRADOORUSDT,2.126,19.8,NEUTRO,47.7
23:39:19,1764297559.81916,CLOUSDT,0.315,11.9,NEUTRO,41.8
23:39:21,1764297561.271376,SQDUSDT,0.094,42.5,NEUTRO,44.3
23:39:22,1764297562.741511,YALAUSDT,0.0469,21.5,NEUTRO,37.7
23:39:24,1764297564.181808,MERLUSDT,0.29262,11.5,NEUTRO,40.2
23:39:25,1764297565.620292,TRADOORUSDT,2.117,19.8,NEUTRO,47.9
23:39:27,1764297567.089797,CLOUSDT,0.3149,11.9,NEUTRO,41.9
23:39:28,1764297568.543011,SQDUSDT,0.09311,42.5,NEUTRO,44.0
23:39:30,1764297570.23313,YALAUSDT,0.04694,21.5,NEUTRO,37.7
23:39:33,1764297573.167499,TRADOORUSDT,2.113,19.8,NEUTRO,47.9
23:39:34,1764297574.606732,CLOUSDT,0.3145,11.9,NEUTRO,45.4
23:39:36,1764297576.066631,SQDUSDT,0.09344,42.5,NEUTRO,43.7
23:39:37,1764297577.501951,YALAUSDT,0.04687,21.5,NEUTRO,38.2
23:39:40,1764297580.387896,TRADOORUSDT,2.112,19.8,NEUTRO,47.8
23:39:41,1764297581.828089,CLOUSDT,0.3147,11.9,NEUTRO,43.4
23:39:43,1764297583.272746,SQDUSDT,0.09333,42.5,NEUTRO,43.6
23:39:44,1764297584.705994,YALAUSDT,0.04692,21.5,NEUTRO,37.8
23:39:47,1764297587.604268,TRADOORUSDT,2.121,19.8,NEUTRO,47.5
23:39:49,1764297589.072348,CLOUSDT,0.3143,11.9,NEUTRO,46.7
23:39:50,1764297590.511883,SQDUSDT,0.09331,42.5,NEUTRO,43.6
23:39:51,1764297591.953315,YALAUSDT,0.04688,21.5,NEUTRO,38.2
23:39:53,1764297593.391901,MERLUSDT,0.29231,11.5,NEUTRO,40.0
23:39:54,1764297594.832474,TRADOORUSDT,2.117,19.8,NEUTRO,47.1
23:39:56,1764297596.268421,CLOUSDT,0.3147,11.9,NEUTRO,43.1
23:39:57,1764297597.71465,SQDUSDT,0.09284,42.5,NEUTRO,43.4
23:39:59,1764297599.150206,YALAUSDT,0.0469,21.5,NEUTRO,37.6
23:40:02,1764297602.048514,TRADOORUSDT,2.123,19.8,NEUTRO,47.0
23:40:03,1764297603.48774,CLOUSDT,0.3149,11.9,NEUTRO,41.7
23:40:04,1764297604.938725,SQDUSDT,0.09282,42.5,NEUTRO,43.6
23:40:06,1764297606.406673,YALAUSDT,0.04687,21.5,NEUTRO,38.5
23:40:09,1764297609.317271,TRADOORUSDT,2.116,19.8,NEUTRO,47.2
23:40:10,1764297610.796071,CLOUSDT,0.3149,11.9,NEUTRO,41.7
23:40:12,1764297612.239132,SQDUSDT,0.0935,42.5,NEUTRO,43.9
23:40:13,1764297613.686011,YALAUSDT,0.04701,21.5,NEUTRO,36.9
23:40:16,1764297616.614385,TRADOORUSDT,2.103,19.8,NEUTRO,47.1
23:40:18,1764297618.056372,CLOUSDT,0.3151,11.9,NEUTRO,42.0
23:40:19,1764297619.511375,SQDUSDT,0.09325,42.5,NEUTRO,43.9
23:40:20,1764297620.939695,YALAUSDT,0.04693,21.5,NEUTRO,37.5
23:40:23,1764297623.817813,TRADOORUSDT,2.097,19.8,NEUTRO,47.5
23:40:25,1764297625.271979,CLOUSDT,0.3152,11.9,NEUTRO,41.7
23:40:26,1764297626.716299,SQDUSDT,0.09362,42.5,NEUTRO,44.0
23:40:28,1764297628.196114,YALAUSDT,0.04693,21.5,NEUTRO,37.4
23:40:31,1764297631.088177,TRADOORUSDT,2.1,19.8,NEUTRO,47.3
23:40:32,1764297632.557045,CLOUSDT,0.3155,11.9,NEUTRO,42.3
23:40:33,1764297633.989619,SQDUSDT,0.09422,42.5,NEUTRO,43.9
23:40:35,1764297635.436923,YALAUSDT,0.04694,21.5,NEUTRO,37.4
23:40:38,1764297638.344104,TRADOORUSDT,2.097,19.8,NEUTRO,47.3
23:40:39,1764297639.779729,CLOUSDT,0.3153,11.9,NEUTRO,41.9
23:40:41,1764297641.238043,SQDUSDT,0.09427,42.5,NEUTRO,43.9
23:40:42,1764297642.673226,YALAUSDT,0.04689,21.5,NEUTRO,38.0
23:40:45,1764297645.555971,TRADOORUSDT,2.098,19.8,NEUTRO,46.7
23:40:46,1764297646.986219,CLOUSDT,0.3153,11.9,NEUTRO,41.9
23:40:48,1764297648.436905,SQDUSDT,0.09444,42.5,NEUTRO,43.9
23:40:49,1764297649.92348,YALAUSDT,0.04693,21.5,NEUTRO,37.4
23:40:52,1764297652.812001,TRADOORUSDT,2.095,19.8,NEUTRO,47.2
23:40:54,1764297654.319346,CLOUSDT,0.3154,11.9,NEUTRO,42.1
23:40:55,1764297655.756788,SQDUSDT,0.09442,42.5,NEUTRO,43.9
23:40:57,1764297657.211495,YALAUSDT,0.04687,21.5,NEUTRO,38.5
23:41:00,1764297660.116589,TRADOORUSDT,2.093,19.8,NEUTRO,46.8
23:41:01,1764297661.551391,CLOUSDT,0.3151,11.9,NEUTRO,41.6
23:41:03,1764297663.004512,SQDUSDT,0.09394,42.5,NEUTRO,43.8
23:41:04,1764297664.465398,YALAUSDT,0.04687,21.5,NEUTRO,38.5
23:41:07,1764297667.348639,TRADOORUSDT,2.096,19.8,NEUTRO,47.1
23:41:08,1764297668.769545,CLOUSDT,0.3158,11.9,NEUTRO,41.8
23:41:10,1764297670.194025,SQDUSDT,0.09401,42.5,NEUTRO,43.9
23:41:11,1764297671.659611,YALAUSDT,0.04668,21.5,NEUTRO,40.9
23:41:14,1764297674.575431,TRADOORUSDT,2.093,19.8,NEUTRO,46.8
23:41:16,1764297676.083692,CLOUSDT,0.316,11.9,NEUTRO,42.2
23:41:17,1764297677.5316,SQDUSDT,0.09393,42.5,NEUTRO,43.9
23:41:18,1764297678.980079,YALAUSDT,0.04671,21.5,NEUTRO,40.3
23:41:21,1764297681.88957,TRADOORUSDT,2.092,19.8,NEUTRO,46.9
23:41:23,1764297683.319821,CLOUSDT,0.316,11.9,NEUTRO,42.1
23:41:24,1764297684.772439,SQDUSDT,0.09387,42.5,NEUTRO,43.7
23:41:26,1764297686.211343,YALAUSDT,0.04669,21.5,NEUTRO,40.8
23:41:29,1764297689.107908,TRADOORUSDT,2.096,19.8,NEUTRO,47.6
23:41:30,1764297690.544768,CLOUSDT,0.3157,11.9,NEUTRO,42.0
23:41:31,1764297691.973362,SQDUSDT,0.09355,42.5,NEUTRO,43.2
23:41:33,1764297693.469887,YALAUSDT,0.0467,21.5,NEUTRO,40.8
23:41:36,1764297696.343607,TRADOORUSDT,2.101,19.8,NEUTRO,47.6
23:41:37,1764297697.843744,CLOUSDT,0.3161,11.9,NEUTRO,41.3
23:41:39,1764297699.295751,SQDUSDT,0.0936,42.5,NEUTRO,43.3
23:41:40,1764297700.726725,YALAUSDT,0.04674,21.5,NEUTRO,38.7
23:41:43,1764297703.66566,TRADOORUSDT,2.105,19.8,NEUTRO,47.2
23:41:45,1764297705.10882,CLOUSDT,0.3163,11.9,NEUTRO,40.3
23:41:46,1764297706.587963,SQDUSDT,0.09385,42.5,NEUTRO,43.4
23:41:48,1764297708.023163,YALAUSDT,0.04667,21.5,NEUTRO,40.8
23:41:50,1764297710.968891,TRADOORUSDT,2.098,19.8,NEUTRO,48.2
23:41:53,1764297713.843178,SQDUSDT,0.09354,42.5,NEUTRO,43.3
23:41:55,1764297715.324319,YALAUSDT,0.04674,21.5,NEUTRO,39.0
23:41:58,1764297718.192293,TRADOORUSDT,2.096,19.8,NEUTRO,48.3
23:41:59,1764297719.796406,CLOUSDT,0.3161,11.9,NEUTRO,41.2
23:42:01,1764297721.239343,SQDUSDT,0.09367,42.5,NEUTRO,43.2
23:42:02,1764297722.68778,YALAUSDT,0.04677,21.5,NEUTRO,39.0
23:42:05,1764297725.595084,TRADOORUSDT,2.096,19.8,NEUTRO,48.4
23:42:07,1764297727.034636,CLOUSDT,0.3161,11.9,NEUTRO,41.2
23:42:08,1764297728.536417,SQDUSDT,0.09373,42.5,NEUTRO,43.2
23:42:09,1764297729.969743,YALAUSDT,0.04695,21.5,NEUTRO,37.5
23:42:12,1764297732.947443,TRADOORUSDT,2.099,19.8,NEUTRO,48.1
23:42:14,1764297734.424478,CLOUSDT,0.3158,11.9,NEUTRO,41.0
23:42:15,1764297735.861977,SQDUSDT,0.09394,42.5,NEUTRO,43.1
23:42:17,1764297737.32911,YALAUSDT,0.04688,21.5,NEUTRO,38.8
23:42:20,1764297740.199501,TRADOORUSDT,2.088,19.8,NEUTRO,49.5
23:42:21,1764297741.695297,CLOUSDT,0.316,11.9,NEUTRO,41.4
23:42:23,1764297743.147322,SQDUSDT,0.09421,42.5,NEUTRO,43.0
23:42:24,1764297744.577592,YALAUSDT,0.04692,21.5,NEUTRO,38.2
23:42:27,1764297747.541524,TRADOORUSDT,2.088,19.8,NEUTRO,49.6
23:42:28,1764297748.973327,CLOUSDT,0.3156,11.9,NEUTRO,41.7
23:42:30,1764297750.447563,SQDUSDT,0.09419,42.5,NEUTRO,43.0
23:42:31,1764297751.923525,YALAUSDT,0.0469,21.5,NEUTRO,38.5
23:42:34,1764297754.826222,TRADOORUSDT,2.089,19.8,NEUTRO,49.4
23:42:36,1764297756.26345,CLOUSDT,0.3155,11.9,NEUTRO,41.6
23:42:44,1764297764.343841,SQDUSDT,0.09569,42.5,NEUTRO,43.1
23:42:45,1764297765.820945,TRADOORUSDT,2.085,19.8,NEUTRO,48.9
23:42:47,1764297767.257836,IRYSUSDT,0.03714,25.2,NEUTRO,48.4
23:42:48,1764297768.692997,MUSDT,1.2649,11.8,NEUTRO,52.6
23:42:50,1764297770.158903,YALAUSDT,0.04677,21.5,NEUTRO,39.3
23:42:51,1764297771.60067,SQDUSDT,0.0953,42.5,NEUTRO,43.2
23:42:53,1764297773.041709,TRADOORUSDT,2.085,19.8,NEUTRO,48.7
23:42:54,1764297774.50144,IRYSUSDT,0.037171,25.2,NEUTRO,48.6
23:42:55,1764297775.958996,MUSDT,1.2633,11.8,NEUTRO,53.4
23:42:57,1764297777.406447,YALAUSDT,0.0468,21.5,NEUTRO,39.5
23:42:58,1764297778.877966,SQDUSDT,0.09513,42.5,NEUTRO,43.2
23:43:00,1764297780.330751,TRADOORUSDT,2.083,19.8,NEUTRO,48.6
23:43:01,1764297781.779232,IRYSUSDT,0.037153,25.2,NEUTRO,48.5
23:43:03,1764297783.280501,MUSDT,1.2639,11.8,NEUTRO,52.9
23:43:04,1764297784.734057,YALAUSDT,0.04685,21.5,NEUTRO,39.9
23:43:06,1764297786.171444,SQDUSDT,0.09446,42.5,NEUTRO,43.3
23:43:07,1764297787.630588,TRADOORUSDT,2.086,19.8,NEUTRO,47.8
23:43:09,1764297789.055538,IRYSUSDT,0.037171,25.2,NEUTRO,48.5
23:43:10,1764297790.503025,MUSDT,1.2607,11.8,NEUTRO,53.8
23:43:11,1764297791.957195,YALAUSDT,0.04672,21.5,NEUTRO,40.4
23:43:13,1764297793.388819,SQDUSDT,0.09439,42.5,NEUTRO,43.3
23:43:14,1764297794.83255,TRADOORUSDT,2.086,19.8,NEUTRO,47.9
23:43:16,1764297796.300024,IRYSUSDT,0.03722,25.2,NEUTRO,47.6
23:43:17,1764297797.735047,MUSDT,1.2607,11.8,NEUTRO,53.8
23:43:19,1764297799.173728,YALAUSDT,0.04676,21.5,NEUTRO,39.8
23:43:20,1764297800.644196,SQDUSDT,0.0949,42.5,NEUTRO,43.6
23:43:22,1764297802.090105,TRADOORUSDT,2.084,19.8,NEUTRO,48.0
23:43:23,1764297803.523896,IRYSUSDT,0.037192,25.2,NEUTRO,48.5
23:43:25,1764297805.003365,MUSDT,1.2607,11.8,NEUTRO,53.4
23:43:26,1764297806.432809,YALAUSDT,0.0468,21.5,NEUTRO,39.9
23:43:27,1764297807.872714,SQDUSDT,0.09516,42.5,NEUTRO,43.3
23:43:29,1764297809.339794,TRADOORUSDT,2.085,19.8,NEUTRO,47.9
23:43:30,1764297810.791275,IRYSUSDT,0.037216,25.2,NEUTRO,47.8
23:43:32,1764297812.225123,MUSDT,1.2628,11.8,NEUTRO,53.1
23:43:33,1764297813.698779,YALAUSDT,0.04673,21.5,NEUTRO,40.2
23:43:35,1764297815.139061,SQDUSDT,0.09606,42.5,NEUTRO,43.8
23:43:36,1764297816.57865,TRADOORUSDT,2.085,19.8,NEUTRO,47.9
23:43:38,1764297818.043105,IRYSUSDT,0.037181,25.2,NEUTRO,48.4
23:43:39,1764297819.481331,MUSDT,1.2638,11.8,NEUTRO,52.7
23:43:40,1764297820.935583,YALAUSDT,0.04674,21.5,NEUTRO,39.9
23:43:42,1764297822.405395,SQDUSDT,0.09608,42.5,NEUTRO,44.1
23:43:43,1764297823.861572,TRADOORUSDT,2.089,19.8,NEUTRO,48.3
23:43:45,1764297825.284727,IRYSUSDT,0.037192,25.2,NEUTRO,47.7
23:43:46,1764297826.779744,MUSDT,1.2621,11.8,NEUTRO,53.0
23:43:48,1764297828.216788,YALAUSDT,0.04673,21.5,NEUTRO,40.3
23:43:49,1764297829.650218,SQDUSDT,0.09605,42.5,NEUTRO,44.1
23:43:51,1764297831.141189,TRADOORUSDT,2.092,19.8,NEUTRO,48.0
23:43:52,1764297832.574341,IRYSUSDT,0.037212,25.2,NEUTRO,47.1
23:43:54,1764297834.020155,MUSDT,1.2634,11.8,NEUTRO,53.4
23:43:55,1764297835.509161,YALAUSDT,0.04673,21.5,NEUTRO,40.4
23:43:56,1764297836.958928,SQDUSDT,0.09611,42.5,NEUTRO,44.3
23:43:58,1764297838.397117,TRADOORUSDT,2.096,19.8,NEUTRO,48.7
23:43:59,1764297839.882904,IRYSUSDT,0.037195,25.2,NEUTRO,47.5
23:44:01,1764297841.322296,MUSDT,1.2619,11.8,NEUTRO,52.8
23:44:02,1764297842.764349,YALAUSDT,0.04678,21.5,NEUTRO,39.8
23:44:04,1764297844.263267,SQDUSDT,0.09611,42.5,NEUTRO,44.3
23:44:05,1764297845.713139,TRADOORUSDT,2.102,19.8,NEUTRO,48.4
23:44:07,1764297847.160541,IRYSUSDT,0.037207,25.2,NEUTRO,47.7
23:44:08,1764297848.626816,MUSDT,1.2623,11.8,NEUTRO,53.2
23:44:10,1764297850.087984,YALAUSDT,0.04676,21.5,NEUTRO,40.1
23:44:11,1764297851.549199,SQDUSDT,0.09598,42.5,NEUTRO,44.7
23:44:13,1764297853.020962,TRADOORUSDT,2.105,19.8,NEUTRO,47.7
